author_id,final_first_name,final_last_name,first_top5_publication_year,number_of_papers_in_first_year,has_any_coauthor,has_experienced_coauthor,has_other_new_coauthor,first_publication_coauthor_type
AFZ011489,Raymond,Mikesell,1957,1,0,0,0,solo
AFZ008392,Norman,Kaplan,1957,1,1,0,1,only_with_other_new_coauthors
AFZ017811,Eleanor,Wainstein,1957,1,1,0,1,only_with_other_new_coauthors
AFZ008178,Ethel,Jones,1957,1,0,0,0,solo
AFZ006766,Arnold,Harberger,1958,1,0,0,0,solo
AFZ005188,Sargant,Florence,1958,1,0,0,0,solo
AFZ015690,Martin,Shubik,1958,1,0,0,0,solo
AFZ009438,Robert,Lampman,1958,1,0,0,0,solo
AFZ005893,Floyd,Gillis,1958,1,1,0,1,only_with_other_new_coauthors
AFZ015998,Vernon,Smith,1958,1,1,0,1,only_with_other_new_coauthors
AFZ003794,David,Davies,1959,1,0,0,0,solo
AFZ007601,Roy,Huffman,1959,1,0,0,0,solo
AFZ005955,Alan,Gleason,1959,1,0,0,0,solo
AFZ009799,Abba,Lerner,1959,1,0,0,0,solo
AFZ011138,Raymond,McEvoy,1959,1,0,0,0,solo
AFZ014115,Edward,Renshaw,1959,1,0,0,0,solo
AFZ011787,Amotz,Morag,1959,1,0,0,0,solo
AFZ018482,J,Wolfe,1959,1,0,0,0,solo
AFZ012780,Harry,Oshima,1959,1,0,0,0,solo
AFZ000555,G,Archibald,1959,1,0,0,0,solo
AFZ004954,William,Fellner,1959,1,0,0,0,solo
AFZ008442,Bernard,Karsh,1959,1,0,0,0,solo
AFZ015169,Jacob,Schmookler,1959,1,0,0,0,solo
AFZ003933,Edward,Denison,1960,1,0,0,0,solo
AFZ017344,Norman,Ture,1960,1,0,0,0,solo
AFZ011870,Richard,Morse,1960,1,0,0,0,solo
AFZ002058,Norman,Breckner,1960,1,0,0,0,solo
AFZ017276,Leo,Troy,1960,1,0,0,0,solo
AFZ006780,H,Hargreaves,1960,1,0,0,0,solo
AFZ012023,Robert,Mundell,1960,1,0,0,0,solo
AFZ008129,John,Johnson,1960,1,0,0,0,solo
AFZ008742,James,Kindahl,1961,1,0,0,0,solo
AFZ017362,Ralph,Turvey,1961,1,0,0,0,solo
AFZ005266,Francesco,Forte,1961,1,1,1,0,with_experienced_coauthor
AFZ003993,Evangelos,Devletoglou,1961,1,0,0,0,solo
AFZ005120,Franklin,Fisher,1961,1,1,1,0,with_experienced_coauthor
AFZ009190,John,Krutilla,1961,1,0,0,0,solo
AFZ011677,Herbert,Mohring,1961,1,0,0,0,solo
AFZ016507,Robert,Strotz,1961,1,0,0,0,solo
AFZ008570,Peter,Kenen,1961,1,0,0,0,solo
AFZ013910,Gustav,Ranis,1961,1,0,0,0,solo
AFZ009877,Solomon,Levine,1961,1,0,0,0,solo
AFZ007242,George,Hilton,1961,1,0,0,0,solo
AFZ015901,David,Slater,1961,1,0,0,0,solo
AFZ015322,Ira,Scott,1961,1,0,0,0,solo
AFZ007265,Werner,Hirsch,1961,1,0,0,0,solo
AFZ012280,Phillip,Nelson,1961,1,0,0,0,solo
AFZ017189,P,Toscano,1961,1,0,0,0,solo
AFZ003786,Paul,David,1961,1,1,0,1,only_with_other_new_coauthors
AFZ005135,Albert,Fishlow,1961,1,1,0,1,only_with_other_new_coauthors
AFZ015399,Amartya,Sen,1962,1,0,0,0,solo
AFZ014582,Jack,Rothwell,1962,1,0,0,0,solo
AFZ017639,William,Vickrey,1962,1,0,0,0,solo
AFZ010310,C,Loomer,1962,1,0,0,0,solo
AFZ008781,Israel,Kirzner,1962,1,0,0,0,solo
AFZ001295,Haskel,Benishay,1962,1,0,0,0,solo
AFZ003792,Ralph,Davidson,1962,1,0,0,0,solo
AFZ002055,George,Break,1962,1,0,0,0,solo
AFZ014779,Bernard,Saffran,1962,1,0,0,0,solo
AFZ004412,Richard,Easterlin,1962,1,0,0,0,solo
AFZ016926,Lester,Telser,1962,1,0,0,0,solo
AFZ013673,A,Prest,1962,1,0,0,0,solo
AFZ004155,Evsey,Domar,1962,1,0,0,0,solo
AFZ001484,Jagdish,Bhagwati,1963,1,1,0,1,only_with_other_new_coauthors
AFZ013885,V,Ramaswami,1963,1,1,0,1,only_with_other_new_coauthors
AFZ006733,Lee,Hansen,1963,1,0,0,0,solo
AFZ003997,William,Dewald,1963,1,0,0,0,solo
AFZ001073,Giorgio,Basevi,1963,1,0,0,0,solo
AFZ017333,Gordon,Tullock,1963,1,0,0,0,solo
AFZ011594,E,Mishan,1963,1,0,0,0,solo
AFZ000955,Paul,Baran,1963,1,0,0,0,solo
AFZ002639,Deane,Carson,1963,1,0,0,0,solo
AFZ009862,Harvey,Levin,1964,1,0,0,0,solo
AFZ004096,William,Dinkelacker,1964,1,0,0,0,solo
AFZ006242,Peter,Gray,1964,1,0,0,0,solo
AFZ001751,Richard,Boff,1964,1,0,0,0,solo
AFZ007053,Douglas,Hellweg,1964,1,0,0,0,solo
AFZ011656,Franco,Modigliani,1964,1,0,0,0,solo
AFZ010121,Charles,Lininger,1964,1,0,0,0,solo
AFZ015153,Wilson,Schmidt,1964,1,0,0,0,solo
AFZ018195,E,West,1964,1,0,0,0,solo
AFZ009885,Malcolm,Levitt,1964,1,0,0,0,solo
AFZ001953,William,Bowen,1964,1,0,0,0,solo
AFZ014877,Paul,Samuelson,1964,1,0,0,0,solo
AFZ002141,George,Brooks,1964,1,0,0,0,solo
AFZ007461,George,Horwich,1964,1,0,0,0,solo
AFZ007388,A,Holtmann,1965,1,1,0,1,only_with_other_new_coauthors
AFZ014213,R,Ridker,1965,1,1,0,1,only_with_other_new_coauthors
AFZ004025,Peter,Diamond,1965,1,0,0,0,solo
AFZ010904,Alvin,Marty,1965,1,0,0,0,solo
AFZ001570,Roger,Bird,1965,1,1,0,1,only_with_other_new_coauthors
AFZ001738,Ronald,Bodkin,1965,1,1,0,1,only_with_other_new_coauthors
AFZ009310,Ng,Kwang,1965,1,0,0,0,solo
AFZ000881,Bela,Balassa,1965,1,0,0,0,solo
AFZ014525,Richard,Rosett,1965,1,0,0,0,solo
AFZ018694,B,Yamey,1965,1,1,1,0,with_experienced_coauthor
AFZ010696,R,Malul,1965,1,0,0,0,solo
AFZ018332,Alan,Williams,1966,1,0,0,0,solo
AFZ000902,David,Ball,1966,1,0,0,0,solo
AFZ011545,Edwin,Mills,1966,1,0,0,0,solo
AFZ018306,J,Wilczynski,1966,1,0,0,0,solo
AFZ016444,Hans,Stoll,1966,1,0,0,0,solo
AFZ003388,Richard,Cooper,1966,1,0,0,0,solo
AFZ016011,D,Smyth,1966,1,0,0,0,solo
AFZ010399,Robert,Lucas,1966,1,0,0,0,solo
AFZ016425,J,Stockfisch,1966,1,0,0,0,solo
AFZ014796,Gian,Sahota,1966,1,0,0,0,solo
AFZ011476,Peter,Mieszkowski,1966,1,0,0,0,solo
AFZ002417,Phillip,Cagan,1966,1,0,0,0,solo
AFZ002054,Harvey,Brazer,1966,1,0,0,0,solo
AFZ001569,Richard,Bird,1966,1,0,0,0,solo
AFZ002723,Richard,Caves,1966,1,0,0,0,solo
AFZ002012,William,Brainard,1967,1,1,0,1,only_with_other_new_coauthors
AFZ004148,Trenery,Dolbear,1967,1,1,0,1,only_with_other_new_coauthors
AFZ015671,Andrew,Shonfield,1967,1,0,0,0,solo
AFZ008271,Alexandre,Kafka,1967,1,0,0,0,solo
AFZ010535,Fritz,Machlup,1967,1,0,0,0,solo
AFZ003525,John,Cragg,1967,1,1,1,0,with_experienced_coauthor
AFZ012940,Neil,Palomba,1968,1,0,0,0,solo
AFZ001196,Gary,Becker,1968,1,0,0,0,solo
AFZ006009,Ronald,Gold,1968,1,0,0,0,solo
AFZ009459,William,Landes,1968,1,0,0,0,solo
AFZ011907,Jan,Mossin,1968,1,0,0,0,solo
AFZ016251,T,Srinivasan,1968,1,1,1,0,with_experienced_coauthor
AFZ017503,Adolf,Vandendorpe,1968,1,1,1,0,with_experienced_coauthor
AFZ016829,Vito,Tanzi,1968,1,0,0,0,solo
AFZ013096,Prasanta,Pattanaik,1968,1,0,0,0,solo
AFZ016835,Vincent,Tarascio,1969,1,0,0,0,solo
AFZ012748,Daniel,Orr,1969,1,0,0,0,solo
AFZ004938,Martin,Feldstein,1969,1,0,0,0,solo
AFZ007630,David,Humphrey,1969,1,0,0,0,solo
AFZ010109,Ralph,Lindgren,1969,1,0,0,0,solo
AFZ012537,Wallace,Oates,1969,1,0,0,0,solo
AFZ005084,J,Finger,1969,1,0,0,0,solo
AFZ016013,David,Smyth,1970,1,0,0,0,solo
AFZ011207,Charles,McLure,1970,1,0,0,0,solo
AFZ003700,Herman,Daly,1970,1,0,0,0,solo
AFZ003349,Michael,Connolly,1970,1,0,0,0,solo
AFZ013111,Mark,Pauly,1970,1,0,0,0,solo
AFZ000420,James,Anderson,1970,1,0,0,0,solo
AFZ005191,Edmundo,Flores,1970,1,0,0,0,solo
AFZ010685,Richard,Mallon,1970,1,0,0,0,solo
AFZ000997,Robin,Barlow,1970,1,0,0,0,solo
AFZ013914,Roger,Ransom,1970,1,0,0,0,solo
AFZ016498,D,Strickland,1970,1,1,0,1,only_with_other_new_coauthors
AFZ002679,Henry,Cassidy,1970,1,0,0,0,solo
AFZ000014,George,Abbott,1970,1,0,0,0,solo
AFZ015287,Robert,Schwartz,1970,1,0,0,0,solo
AFZ009606,Stanley,Lebergott,1970,1,0,0,0,solo
AFZ001578,Robert,Bish,1970,1,1,0,1,only_with_other_new_coauthors
AFZ012570,Patrick,O'Donoghue,1970,1,1,0,1,only_with_other_new_coauthors
AFZ015634,Hirofumi,Shibata,1971,1,0,0,0,solo
AFZ004824,Eugene,Fama,1971,1,0,0,0,solo
AFZ012674,Edgar,Olsen,1971,1,0,0,0,solo
AFZ011780,John,Moorhouse,1971,1,0,0,0,solo
AFZ004934,Paul,Feldman,1971,1,0,0,0,solo
AFZ004534,Robert,Eisner,1971,1,0,0,0,solo
AFZ010388,Raymond,Lubitz,1971,1,0,0,0,solo
AFZ005110,Stanley,Fischer,1971,1,0,0,0,solo
AFZ009510,Victoria,Lapham,1971,1,0,0,0,solo
AFZ004201,Rudiger,Dornbusch,1971,1,0,0,0,solo
AFZ013323,ystein,Pettersen,1971,1,0,0,0,solo
AFZ016065,Lewis,Solmon,1971,1,0,0,0,solo
AFZ002233,Michael,Bruno,1972,1,0,0,0,solo
AFZ004721,Wilfred,Ethier,1972,1,0,0,0,solo
AFZ009177,Anne,Krueger,1972,1,0,0,0,solo
AFZ015308,Daniel,Schydlowsky,1972,1,1,1,0,with_experienced_coauthor
AFZ018073,John,Weicher,1972,1,0,0,0,solo
AFZ009118,Melvyn,Krauss,1972,1,0,0,0,solo
AFZ007336,Ronald,Hoffman,1972,1,0,0,0,solo
AFZ001030,Robert,Barro,1972,1,0,0,0,solo
AFZ018159,Donald,Wellington,1972,1,0,0,0,solo
AFZ004505,Isaac,Ehrlich,1972,1,1,1,0,with_experienced_coauthor
AFZ000842,Elizabeth,Bailey,1972,1,0,0,0,solo
AFZ008274,John,Kagel,1972,1,0,0,0,solo
AFZ007605,Barry,Hughes,1972,1,0,0,0,solo
AFZ005431,Peter,Frost,1972,1,1,0,1,only_with_other_new_coauthors
AFZ015057,Lawrence,Schall,1972,1,1,0,1,only_with_other_new_coauthors
AFZ010937,Benton,Massell,1972,1,0,0,0,solo
AFZ015258,Theodore,Schultz,1972,1,0,0,0,solo
AFZ006326,Zvi,Griliches,1972,1,1,0,1,only_with_other_new_coauthors
AFZ010933,William,Mason,1972,1,1,0,1,only_with_other_new_coauthors
AFZ006853,Robert,Hartman,1972,1,0,0,0,solo
AFZ013144,Joseph,Pechman,1972,1,0,0,0,solo
AFZ013181,Sam,Peltzman,1973,2,0,0,0,solo
AFZ001069,Yoram,Barzel,1973,1,0,0,0,solo
AFZ001386,Theodore,Bergstrom,1973,1,0,0,0,solo
AFZ007346,Timothy,Hogan,1973,1,1,0,1,only_with_other_new_coauthors
AFZ015576,Robert,Shelton,1973,1,1,0,1,only_with_other_new_coauthors
AFZ001898,Michael,Boskin,1973,1,0,0,0,solo
AFZ015518,David,Shapiro,1973,1,0,0,0,solo
AFZ014664,Roy,Ruffin,1973,1,0,0,0,solo
AFZ006899,John,Hause,1973,1,0,0,0,solo
AFZ007823,Peter,Isard,1973,1,0,0,0,solo
AFZ011397,Stuart,Mestelman,1973,1,0,0,0,solo
AFZ018403,Douglas,Windham,1973,1,0,0,0,solo
AFZ017247,S,Triantis,1973,1,0,0,0,solo
AFZ013282,Maurice,Peston,1973,1,0,0,0,solo
AFZ006668,Daniel,Hamermesh,1974,1,1,0,1,only_with_other_new_coauthors
AFZ016152,Neal,Soss,1974,1,1,0,1,only_with_other_new_coauthors
AFZ002174,Gardner,Brown,1974,1,0,0,0,solo
AFZ003738,Michael,Darby,1974,1,0,0,0,solo
AFZ011016,Alex,Maurizi,1974,1,0,0,0,solo
AFZ017149,Robert,Tollison,1974,1,1,1,1,with_experienced_coauthor
AFZ018331,Thomas,Willett,1974,1,1,1,1,with_experienced_coauthor
AFZ014501,Sherwin,Rosen,1974,1,0,0,0,solo
AFZ000716,Leonardo,Auernheimer,1974,1,0,0,0,solo
AFZ002473,Antonio,Camacho,1974,1,1,0,1,only_with_other_new_coauthors
AFZ016127,Jon,Sonstelie,1974,1,1,0,1,only_with_other_new_coauthors
AFZ011740,Claude,Montmarquette,1974,1,0,0,0,solo
AFZ006316,James,Griffin,1974,1,0,0,0,solo
AFZ008192,Michael,JonesLee,1974,1,0,0,0,solo
AFZ004766,M,Eysenbach,1974,1,0,0,0,solo
AFZ012536,William,Oakland,1974,1,0,0,0,solo
AFZ004446,Matthew,Edel,1974,1,1,0,1,only_with_other_new_coauthors
AFZ015311,Elliott,Sclar,1974,1,1,0,1,only_with_other_new_coauthors
AFZ011233,James,Meade,1974,1,0,0,0,solo
AFZ006039,Oliver,Goldsmith,1974,1,0,0,0,solo
AFZ013035,Richard,Parks,1974,1,0,0,0,solo
AFZ017513,Arthur,Vany,1975,1,0,0,0,solo
AFZ002079,Albert,Breton,1975,1,1,0,1,only_with_other_new_coauthors
AFZ018432,Ronald,Wintrobe,1975,1,1,0,1,only_with_other_new_coauthors
AFZ001715,Robin,Boadway,1975,1,0,0,0,solo
AFZ000911,Gregory,Ballentine,1975,1,1,0,1,only_with_other_new_coauthors
AFZ004680,Ibrahim,Eris,1975,1,1,0,1,only_with_other_new_coauthors
AFZ014238,William,Riker,1975,1,0,0,0,solo
AFZ003969,Joseph,DeSalvo,1975,1,0,0,0,solo
AFZ017433,Charles,Upton,1975,1,0,0,0,solo
AFZ013670,Edward,Prescott,1975,1,0,0,0,solo
AFZ002201,Edgar,Browning,1976,1,0,0,0,solo
AFZ016076,Barbara,Solow,1976,1,0,0,0,solo
AFZ011606,Bridger,Mitchell,1976,1,1,0,1,only_with_other_new_coauthors
AFZ013347,Charles,Phelps,1976,1,1,0,1,only_with_other_new_coauthors
AFZ011186,George,McKenzie,1976,1,0,0,0,solo
AFZ012033,Alicia,Munnell,1976,1,0,0,0,solo
AFZ010117,Cotton,Lindsay,1976,1,0,0,0,solo
AFZ013068,Peter,Pashigian,1976,1,0,0,0,solo
AFZ004936,Roger,Feldman,1976,1,0,0,0,solo
AFZ018136,Laurence,Weiss,1976,1,0,0,0,solo
AFZ008522,Theodore,Keeler,1977,1,1,0,1,only_with_other_new_coauthors
AFZ015931,Kenneth,Small,1977,1,1,0,1,only_with_other_new_coauthors
AFZ012572,Gerald,ODriscoll,1977,1,0,0,0,solo
AFZ005373,Richard,Freeman,1977,1,0,0,0,solo
AFZ010302,Stephen,Long,1977,1,1,0,1,only_with_other_new_coauthors
AFZ015456,Russell,Settle,1977,1,1,0,1,only_with_other_new_coauthors
AFZ005483,David,Fullerton,1977,1,1,1,0,with_experienced_coauthor
AFZ009319,Finn,Kydland,1977,1,1,1,0,with_experienced_coauthor
AFZ015871,Larry,Sjaastad,1977,1,1,0,1,only_with_other_new_coauthors
AFZ018437,Daniel,Wisecarver,1977,1,1,0,1,only_with_other_new_coauthors
AFZ009857,Maurice,Levi,1977,1,0,0,0,solo
AFZ008520,Emmett,Keeler,1977,1,1,0,1,only_with_other_new_coauthors
AFZ011866,Daniel,Morrow,1977,1,1,0,1,only_with_other_new_coauthors
AFZ012332,Joseph,Newhouse,1977,1,1,0,1,only_with_other_new_coauthors
AFZ017454,Dan,Usher,1977,1,0,0,0,solo
AFZ017197,Edward,Tower,1977,1,0,0,0,solo
AFZ018497,Kenneth,Wolpin,1978,1,0,0,0,solo
AFZ000041,Burton,Abrams,1978,1,1,1,0,with_experienced_coauthor
AFZ006031,Fred,Goldman,1978,1,1,0,1,only_with_other_new_coauthors
AFZ006377,Michael,Grossman,1978,1,1,0,1,only_with_other_new_coauthors
AFZ008148,Terry,Johnson,1978,1,0,0,0,solo
AFZ004653,Dennis,Epple,1978,1,1,0,1,only_with_other_new_coauthors
AFZ017701,Michael,Visscher,1978,1,1,0,1,only_with_other_new_coauthors
AFZ018968,Allan,Zelenitz,1978,1,1,0,1,only_with_other_new_coauthors
AFZ006524,Joel,Guttman,1978,1,0,0,0,solo
AFZ004245,Allan,Drazen,1978,1,0,0,0,solo
AFZ012018,Gene,Mumy,1978,1,0,0,0,solo
AFZ010127,Peter,Linneman,1978,1,0,0,0,solo
AFZ007078,Dale,Henderson,1978,1,1,0,1,only_with_other_new_coauthors
AFZ014828,Stephen,Salant,1978,1,1,0,1,only_with_other_new_coauthors
AFZ002338,Richard,Burkhauser,1978,1,1,0,1,only_with_other_new_coauthors
AFZ017351,John,Turner,1978,1,1,0,1,only_with_other_new_coauthors
AFZ015318,Anthony,Scott,1978,1,0,0,0,solo
AFZ009358,Arthur,Laffer,1978,1,0,0,0,solo
AFZ002367,Gary,Burtless,1978,1,1,0,1,only_with_other_new_coauthors
AFZ006904,Jerry,Hausman,1978,1,1,0,1,only_with_other_new_coauthors
AFZ008469,Eliakim,Katz,1979,1,0,0,0,solo
AFZ005346,Michele,Fratianni,1979,1,0,0,0,solo
AFZ006060,Stephen,Golub,1979,1,1,1,0,with_experienced_coauthor
AFZ001326,Brian,Bentick,1979,1,0,0,0,solo
AFZ002467,Guillermo,Calvo,1979,1,1,0,1,only_with_other_new_coauthors
AFZ009055,Laurence,Kotlikoff,1979,3,1,0,1,only_with_other_new_coauthors
AFZ014374,Carlos,Rodriguez,1979,1,1,0,1,only_with_other_new_coauthors
AFZ009584,Richard,Layard,1979,1,1,0,1,only_with_other_new_coauthors
AFZ018896,Antoni,Zabalza,1979,1,1,0,1,only_with_other_new_coauthors
AFZ014499,Kenneth,Rosen,1980,1,1,1,0,with_experienced_coauthor
AFZ004189,Michael,Dooley,1980,1,1,1,0,with_experienced_coauthor
AFZ010108,Bjorn,Lindgren,1980,1,1,0,1,only_with_other_new_coauthors
AFZ016519,Charles,Stuart,1980,1,1,0,1,only_with_other_new_coauthors
AFZ000078,James,Adams,1980,1,0,0,0,solo
AFZ015910,Joel,Slemrod,1980,2,1,1,0,with_experienced_coauthor
AFZ003505,Charles,Cox,1980,1,0,0,0,solo
AFZ011249,Jacob,Meerman,1980,1,0,0,0,solo
AFZ014489,Susan,RoseAckerman,1981,1,0,0,0,solo
AFZ002357,Michael,Burns,1981,1,1,0,1,only_with_other_new_coauthors
AFZ017865,Cliff,Walsh,1981,1,1,0,1,only_with_other_new_coauthors
