author_id,final_first_name,final_last_name,first_top5_publication_year,entry_cohort,doi_full,from_publication_number,to_publication_number,publication_transition,previous_publication_year,publication_year,gap_years
AFZ000134,Philippe,Aghion,1992,1991-2000,10.1257/aer.20171745,5,6,5 to 6,2002,2019,17
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1257/aer.99.2.473,1,2,1 to 2,2005,2009,4
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1086/670740,2,3,2 to 3,2009,2013,4
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1257/aer.103.5.1664,3,4,3 to 4,2013,2013,0
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1257/aer.104.5.101,4,5,4 to 5,2013,2014,1
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1093/qje/qjv022,5,6,5 to 6,2014,2015,1
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1257/aer.20120599,6,7,6 to 7,2015,2015,0
AFZ000148,Mark,Aguiar,2005,2001-2010,10.3982/ecta14806,7,8,7 to 8,2015,2019,4
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1086/711916,8,9,8 to 9,2019,2020,1
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1257/aer.20180831,9,10,9 to 10,2020,2020,0
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1086/718934,10,11,10 to 11,2020,2022,2
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1093/restud/rdae056,11,12,11 to 12,2022,2024,2
AFZ000148,Mark,Aguiar,2005,2001-2010,10.1257/aer.20230128,12,13,12 to 13,2024,2024,0
AFZ000178,Hengjie,Ai,2018,2011-2020,10.3982/ecta15142,1,2,1 to 2,2018,2021,3
AFZ000180,Dennis,Aigner,1971,,10.2307/1913689,1,2,1 to 2,1971,1974,3
AFZ000189,Rao,Aiyagari,1989,1981-1990,10.2307/2297943,1,2,1 to 2,1989,1991,2
AFZ000189,Rao,Aiyagari,1989,1981-1990,10.2307/2118417,2,3,2 to 3,1991,1994,3
AFZ000189,Rao,Aiyagari,1989,1981-1990,10.1086/601445,3,4,3 to 4,1994,1995,1
AFZ000189,Rao,Aiyagari,1989,1981-1990,10.1086/250047,4,5,4 to 5,1995,1998,3
AFZ000189,Rao,Aiyagari,1989,1981-1990,10.1086/343744,5,6,5 to 6,1998,2002,4
AFZ000203,Ufuk,Akcigit,2021,,10.1086/724289,1,2,1 to 2,2021,2023,2
AFZ000206,George,Akerlof,1969,,10.2307/1880526,1,2,1 to 2,1969,1969,0
AFZ000206,George,Akerlof,1969,,10.2307/1883190,2,3,2 to 3,1969,1979,10
AFZ000206,George,Akerlof,1969,,10.2307/1885353,3,4,3 to 4,1979,1980,1
AFZ000206,George,Akerlof,1969,,10.1093/qje/100.supplement.823,4,5,4 to 5,1980,1985,5
AFZ000206,George,Akerlof,1969,,10.1257/00028280260136192,5,6,5 to 6,1985,2002,17
AFZ000206,George,Akerlof,1969,,10.1257/000282807780323488; 10.1257/aer.97.1.5,6,7,6 to 7,2002,2007,5
AFZ000231,Stefania,Albanesi,2003,2001-2010,10.1111/j.1467-937x.2006.00367.x,1,2,1 to 2,2003,2006,3
AFZ000231,Stefania,Albanesi,2003,2001-2010,10.1093/restud/rds014,2,3,2 to 3,2006,2012,6
AFZ000231,Stefania,Albanesi,2003,2001-2010,10.1086/686035,3,4,3 to 4,2012,2016,4
AFZ000237,James,Albrecht,1984,1981-1990,10.2307/1884174,1,2,1 to 2,1984,1986,2
AFZ000237,JAMES,ALBRECHT,1984,1981-1990,10.1111/j.1467-937x.2006.00400.x,2,3,2 to 3,1986,2006,20
AFZ000242,Armen,Alchian,1952,,10.1086/258714,1,2,1 to 2,1952,1962,10
AFZ000254,Alberto,Alesina,1987,1981-1990,10.2307/2298021,1,2,1 to 2,1987,1990,3
AFZ000254,Alberto,Alesina,1987,1981-1990,10.2307/2297992,2,3,2 to 3,1990,1992,2
AFZ000254,Alberto,Alesina,1987,1981-1990,10.1162/003355302753650283,3,4,3 to 4,1992,2002,10
AFZ000254,Alberto,Alesina,1987,1981-1990,10.1257/00028280260136255,4,5,4 to 5,2002,2002,0
AFZ000254,Alberto,Alesina,1987,1981-1990,10.1257/0002828054825655,5,6,5 to 6,2002,2005,3
AFZ000279,Robert,Aliber,1965,,10.1086/260137,1,2,1 to 2,1965,1973,8
AFZ000291,Beth,Allen,1981,1981-1990,10.2307/2297416,1,2,1 to 2,1981,1983,2
AFZ000294,Franklin,Allen,1983,1981-1990,10.2307/2297534,1,2,1 to 2,1983,1988,5
AFZ000294,Franklin,Allen,1983,1981-1990,10.2307/2298101,2,3,2 to 3,1988,1993,5
AFZ000294,Franklin,Allen,1983,1981-1990,10.1086/262081,3,4,3 to 4,1993,1997,4
AFZ000294,Franklin,Allen,1983,1981-1990,10.1086/262109,4,5,4 to 5,1997,2000,3
AFZ000294,Franklin,Allen,1983,1981-1990,10.1111/j.1468-0262.2004.00525.x,5,6,5 to 6,2000,2004,4
AFZ000346,Joseph,Altonji,1982,1981-1990,10.1086/261403,1,2,1 to 2,1982,1986,4
AFZ000346,Joseph,Altonji,1982,1981-1990,10.2307/1885065,2,3,2 to 3,1986,1987,1
AFZ000346,Joseph,Altonji,1982,1981-1990,10.3982/ecta8415,3,4,3 to 4,1987,2013,26
AFZ000352,F,ALVAREZ,2009,2001-2010,10.3982/ecta10662,1,2,1 to 2,2009,2014,5
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1257/aer.91.2.219,1,2,1 to 2,2000,2001,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1086/424738,2,3,2 to 3,2001,2004,3
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1111/j.1468-0262.2004.00500.x,3,4,3 to 4,2004,2004,0
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1111/j.1468-0262.2005.00643.x,4,5,4 to 5,2004,2005,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1257/aer.97.2.339,5,6,5 to 6,2005,2007,2
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1111/j.1467-937x.2009.00537.x,6,7,6 to 7,2007,2009,2
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1162/qjec.2009.124.3.911,7,8,7 to 8,2009,2009,0
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.3982/ecta7686,8,9,8 to 9,2009,2011,2
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1257/aer.102.5.2272,9,10,9 to 10,2011,2012,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1093/restud/rdv050,10,11,10 to 11,2012,2015,3
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1257/aer.20140500,11,12,11 to 12,2015,2016,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1086/694619,12,13,12 to 13,2016,2017,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1093/qje/qjy022,13,14,13 to 14,2017,2018,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1093/qje/qjab042,14,15,14 to 15,2018,2021,3
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1093/qje/qjac008,15,16,15 to 16,2021,2022,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.3982/ecta17348,16,17,16 to 17,2022,2022,0
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1093/restud/rdad109,17,18,17 to 18,2022,2023,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.3982/ecta20797,18,19,18 to 19,2023,2023,0
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1093/restud/rdae082,19,20,19 to 20,2023,2024,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1086/737998,20,21,20 to 21,2024,2025,1
AFZ000353,Fernando,Alvarez,2000,1991-2000,10.1257/aer.20211317,21,22,21 to 22,2025,2025,0
AFZ000362,Manuel,Amador,2009,2001-2010,10.1086/657923,1,2,1 to 2,2009,2010,1
AFZ000362,Manuel,Amador,2009,2001-2010,10.1257/aer.104.5.101,2,3,2 to 3,2010,2014,4
AFZ000362,Manuel,Amador,2009,2001-2010,10.1093/qje/qjv022,3,4,3 to 4,2014,2015,1
AFZ000362,Manuel,Amador,2009,2001-2010,10.3982/ecta14806,4,5,4 to 5,2015,2019,4
AFZ000362,Manuel,Amador,2009,2001-2010,10.1257/aer.20180831,5,6,5 to 6,2019,2020,1
AFZ000362,Manuel,Amador,2009,2001-2010,10.1257/aer.20220328,6,7,6 to 7,2020,2024,4
AFZ000362,Manuel,Amador,2009,2001-2010,10.1257/aer.20230128,7,8,7 to 8,2024,2024,0
AFZ000376,John,Ameriks,2003,2001-2010,10.1086/706686,1,2,1 to 2,2003,2019,16
AFZ000384,Mary,Amiti,2009,2001-2010,10.1257/aer.101.3.298,1,2,1 to 2,2009,2011,2
AFZ000384,Mary,Amiti,2009,2001-2010,10.1086/696272,2,3,2 to 3,2011,2017,6
AFZ000384,Mary,Amiti,2009,2001-2010,10.1093/restud/rdz005,3,4,3 to 4,2017,2019,2
AFZ000384,Mary,Amiti,2009,2001-2010,10.1093/qje/qjac004,4,5,4 to 5,2019,2020,1
AFZ000387,Gene,Amromin,2015,2011-2020,10.1086/691701,1,2,1 to 2,2015,2017,2
AFZ000387,Gene,Amromin,2015,2011-2020,10.1093/restud/rdac039,2,3,2 to 3,2017,2022,5
AFZ000425,Patricia,Anderson,1993,1991-2000,10.1257/aer.p20151056,1,2,1 to 2,1993,2015,22
AFZ000429,Robert,Anderson,1985,1981-1990,10.1111/j.1468-0262.2008.00861.x,1,2,1 to 2,1985,2008,23
AFZ000447,Peter,Andre,2022,,10.1093/qje/qjae009,1,2,1 to 2,2022,2024,2
AFZ000447,Peter,Andre,2022,,10.1093/restud/rdag014,2,3,2 to 3,2024,2026,2
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1257/0002828041301641,1,2,1 to 2,2002,2004,2
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1257/0002828054825655,2,3,2 to 3,2004,2005,1
AFZ000476,GeorgeMarios,Angeletos,2002,2001-2010,10.1086/504901,3,4,3 to 4,2005,2006,1
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1111/j.1468-0262.2007.00783.x,4,5,4 to 5,2006,2007,1
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.3982/ecta10008,5,6,5 to 6,2007,2013,6
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1257/aer.20110865,6,7,6 to 7,2013,2016,3
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1257/aer.20161996,7,8,7 to 8,2016,2018,2
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.3982/ecta13079,8,9,8 to 9,2018,2018,0
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1086/704758,9,10,9 to 10,2018,2019,1
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1093/qje/qjaa045,10,11,10 to 11,2019,2020,1
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1257/aer.20181174,11,12,11 to 12,2020,2020,0
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1093/restud/rdab064,12,13,12 to 13,2020,2021,1
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1257/aer.20191436,13,14,13 to 14,2021,2021,0
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1093/restud/rdac043,14,15,14 to 15,2021,2022,1
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1086/723634,15,16,15 to 16,2022,2023,1
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1086/725170,16,17,16 to 17,2023,2023,0
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.3982/ecta21791,17,18,17 to 18,2023,2024,1
AFZ000476,George-Marios,Angeletos,2002,2001-2010,10.1086/734870,18,19,18 to 19,2024,2025,1
AFZ000503,Jean,Antoine,1954,,10.2307/1910398,1,2,1 to 2,1954,1955,1
AFZ000503,Jean-Claude,Antoine,1954,,10.2307/1905276,2,3,2 to 3,1955,1956,1
AFZ000504,Juan,Antolin-Diaz,2018,2011-2020,10.1257/aer.20231278,1,2,1 to 2,2018,2025,7
AFZ000514,Pol,Antras,2009,2001-2010,10.1257/aer.20181853,1,2,1 to 2,2009,2021,12
AFZ000522,Masahiko,Aoki,1970,,10.2307/2296978,1,2,1 to 2,1970,1977,7
AFZ000561,Cristina,Arellano,2008,2001-2010,10.1086/701792,1,2,1 to 2,2008,2018,10
AFZ000561,Cristina,Arellano,2008,2001-2010,10.1086/722934,2,3,2 to 3,2018,2022,4
AFZ000561,Cristina,Arellano,2008,2001-2010,10.1093/restud/rdad058,3,4,3 to 4,2022,2023,1
AFZ000561,Cristina,Arellano,2008,2001-2010,10.1257/aer.20230128,4,5,4 to 5,2023,2024,1
AFZ000561,Cristina,Arellano,2008,2001-2010,10.1093/qje/qjag012,5,6,5 to 6,2024,2026,2
AFZ000569,David,Argente,2022,,10.1093/restud/rdac004,1,2,1 to 2,2022,2022,0
AFZ000589,Roc,Armenter,2012,2011-2020,10.1093/restud/rdx001,1,2,1 to 2,2012,2017,5
AFZ000616,Kenneth,Arrow,1954,,10.2307/1907515,1,2,1 to 2,1954,1958,4
AFZ000616,Kenneth,Arrow,1954,,10.2307/1910137,2,3,2 to 3,1958,1960,2
AFZ000616,Kenneth,Arrow,1954,,10.2307/1913014,3,4,3 to 4,1960,1970,10
AFZ000616,Kenneth,Arrow,1954,,10.2307/1913871,4,5,4 to 5,1970,1972,2
AFZ000632,Boragan,Aruoba,2010,2001-2010,10.1093/restud/rdx027,1,2,1 to 2,2010,2017,7
AFZ000647,Orley,Ashenfelter,1980,,10.2307/2297188,1,2,1 to 2,1980,1982,2
AFZ000661,A,Asimakopulos,1967,,10.1086/260640,1,2,1 to 2,1967,1977,10
AFZ000669,Vladimir,Asriyan,2019,2011-2020,10.1093/restud/rdaa045,1,2,1 to 2,2019,2020,1
AFZ000669,Vladimir,Asriyan,2019,2011-2020,10.1093/restud/rdaa069,2,3,2 to 3,2020,2020,0
AFZ000669,Vladimir,Asriyan,2019,2011-2020,10.1093/restud/rdab046,3,4,3 to 4,2020,2021,1
AFZ000669,Vladimir,Asriyan,2019,2011-2020,10.1093/restud/rdae065,4,5,4 to 5,2021,2024,3
AFZ000677,Alp,Atakan,2006,2001-2010,10.1093/restud/rdr037,1,2,1 to 2,2006,2011,5
AFZ000687,Susan,Athey,2004,2001-2010,10.1111/j.1468-0262.2005.00626.x,1,2,1 to 2,2004,2005,1
AFZ000687,Susan,Athey,2004,2001-2010,10.1111/j.1468-0262.2008.00845.x,2,3,2 to 3,2005,2008,3
AFZ000689,Andrew,Atkeson,2004,2001-2010,10.1111/j.1468-0262.2005.00626.x,1,2,1 to 2,2004,2005,1
AFZ000689,Andrew,Atkeson,2004,2001-2010,10.1257/aer.97.2.339,2,3,2 to 3,2005,2007,2
AFZ000689,Andrew,Atkeson,2004,2001-2010,10.1111/j.1467-937x.2009.00537.x,3,4,3 to 4,2007,2009,2
AFZ000689,Andrew,Atkeson,2004,2001-2010,10.1162/qjec.2009.124.3.911,4,5,4 to 5,2009,2009,0
AFZ000689,Andrew,Atkeson,2004,2001-2010,10.1162/qjec.2010.125.1.47,5,6,5 to 6,2009,2010,1
AFZ000689,Andrew,Atkeson,2004,2001-2010,10.1086/701823,6,7,6 to 7,2010,2018,8
AFZ000697,Orazio,Attanasio,1991,1991-2000,10.2307/2298128,1,2,1 to 2,1991,1993,2
AFZ000697,Orazio,Attanasio,1991,1991-2000,10.1111/1467-937x.00149,2,3,2 to 3,1993,2000,7
AFZ000697,Orazio,Attanasio,1991,1991-2000,10.1086/338743,3,4,3 to 4,2000,2002,2
AFZ000697,Orazio,Attanasio,1991,1991-2000,10.1086/340774,4,5,4 to 5,2002,2002,0
AFZ000697,Orazio,Attanasio,1991,1991-2000,10.3982/ecta7063,5,6,5 to 6,2002,2011,9
AFZ000697,Orazio,Attanasio,1991,1991-2000,10.1257/aer.104.5.122,6,7,6 to 7,2011,2014,3
AFZ000697,Orazio,Attanasio,1991,1991-2000,10.3982/ecta15067,7,8,7 to 8,2014,2018,4
AFZ000697,Orazio,Attanasio,1991,1991-2000,10.3982/ecta19037,8,9,8 to 9,2018,2022,4
AFZ000708,Adrien,Auclert,2017,2011-2020,10.1257/aer.20160137,1,2,1 to 2,2017,2019,2
AFZ000708,Adrien,Auclert,2017,2011-2020,10.3982/ecta17434,2,3,2 to 3,2019,2021,2
AFZ000708,Adrien,Auclert,2017,2011-2020,10.1093/qje/qjad041,3,4,3 to 4,2021,2023,2
AFZ000708,Adrien,Auclert,2017,2011-2020,10.1086/732531,4,5,4 to 5,2023,2024,1
AFZ000712,Raphael,Auer,2021,,10.1093/restud/rdad098,1,2,1 to 2,2021,2023,2
AFZ000713,Alan,Auerbach,1979,,10.2307/1884471,1,2,1 to 2,1979,1979,0
AFZ000713,Alan,Auerbach,1979,,10.2307/1881779,2,3,2 to 3,1979,1983,4
AFZ000713,Alan,Auerbach,1979,,10.2307/2937819,3,4,3 to 4,1983,1990,7
AFZ000713,Alan,Auerbach,1979,,10.2307/2118422,4,5,4 to 5,1990,1994,4
AFZ000713,Alan,Auerbach,1979,,10.1257/aer.91.3.574,5,6,5 to 6,1994,2001,7
AFZ000713,Alan,Auerbach,1979,,10.1257/0002828041301489,6,7,6 to 7,2001,2004,3
AFZ000713,Alan,Auerbach,1979,,10.1257/0002828041301948,7,8,7 to 8,2004,2004,0
AFZ000713,Alan,Auerbach,1979,,10.1257/0002828053828473,8,9,8 to 9,2004,2005,1
AFZ000713,Alan,Auerbach,1979,,10.1257/aer.99.2.543,9,10,9 to 10,2005,2009,4
AFZ000713,Alan,Auerbach,1979,,10.1257/aer.103.3.141,10,11,10 to 11,2009,2013,4
AFZ000713,Alan,Auerbach,1979,,10.1257/aer.p20151058,11,12,11 to 12,2013,2015,2
AFZ000713,Alan,Auerbach,1979,,10.1086/722394,12,13,12 to 13,2015,2022,7
AFZ000713,Alan,Auerbach,1979,,10.1093/restud/rdaf096,13,14,13 to 14,2022,2025,3
AFZ000726,Yves,Aureille,1966,,10.2307/1912103,1,2,1 to 2,1966,1972,6
AFZ000726,Yves,Aureille,1966,,10.2307/1913869,2,3,2 to 3,1972,1972,0
AFZ000736,David,Autor,2009,2001-2010,10.1257/aer.103.6.2121,1,2,1 to 2,2009,2013,4
AFZ000736,David,Autor,2009,2001-2010,10.1257/aer.p20171102,2,3,2 to 3,2013,2017,4
AFZ000736,David,Autor,2009,2001-2010,10.1093/qje/qjae008,3,4,3 to 4,2017,2024,7
AFZ000757,Bo,Axell,1984,1981-1990,10.2307/1884174,1,2,1 to 2,1984,1986,2
AFZ000770,Jose,Azar,2021,,10.1093/restud/rdad091,1,2,1 to 2,2021,2023,2
AFZ000772,Costas,Azariadis,1975,,10.2307/1885373,1,2,1 to 2,1975,1983,8
AFZ000772,Costas,Azariadis,1975,,10.2307/1885378,2,3,2 to 3,1983,1983,0
AFZ000772,Costas,Azariadis,1975,,10.2307/1885393,3,4,3 to 4,1983,1985,2
AFZ000772,Costas,Azariadis,1975,,10.2307/2297716,4,5,4 to 5,1985,1986,1
AFZ000772,Costas,Azariadis,1975,,10.2307/2937797,5,6,5 to 6,1986,1990,4
AFZ000772,Costas,Azariadis,1975,,10.1257/000282802320189131,6,7,6 to 7,1990,2002,12
AFZ000772,Costas,Azariadis,1975,,10.1111/1467-937x.00252,7,8,7 to 8,2002,2003,1
AFZ000772,Costas,Azariadis,1975,,10.1093/restud/rdv056,8,9,8 to 9,2003,2015,12
AFZ000779,Marina,Azzimonti,2011,2011-2020,10.1257/aer.104.8.2267,1,2,1 to 2,2011,2014,3
AFZ000779,Marina,Azzimonti,2011,2011-2020,10.1093/restud/rdad025,2,3,2 to 3,2014,2023,9
AFZ000794,Philippe,Bacchetta,2007,2001-2010,10.1257/aer.102.7.3674,1,2,1 to 2,2007,2012,5
AFZ000803,Rudiger,Bachmann,2014,2011-2020,10.1093/restud/rdag055,1,2,1 to 2,2014,2021,7
AFZ000803,Rudiger,Bachmann,2014,2011-2020,10.1093/restud/rdag033,2,3,2 to 3,2021,2022,1
AFZ000807,David,Backus,1985,1981-1990,10.1086/261838,1,2,1 to 2,1985,1992,7
AFZ000824,Kyle,Bagwell,1986,1981-1990,10.1111/0034-6527.00286,1,2,1 to 2,1986,2004,18
AFZ000824,Kyle,Bagwell,1986,1981-1990,10.1111/j.1468-0262.2008.00845.x,2,3,2 to 3,2004,2008,4
AFZ000825,Saleem,Bahaj,2020,2011-2020,10.1093/restud/rdab074,1,2,1 to 2,2020,2021,1
AFZ000825,Saleem,Bahaj,2020,2011-2020,10.1093/restud/rdag011,2,3,2 to 3,2021,2026,5
AFZ000834,Jushan,Bai,1998,1991-2000,10.1111/j.1468-0262.2004.00528.x,1,2,1 to 2,1998,2004,6
AFZ000834,Jushan,Bai,1998,1991-2000,10.1111/j.1467-937x.2008.00530.x,2,3,2 to 3,2004,2009,5
AFZ000836,Yan,Bai,2010,2001-2010,10.1257/aer.p20151121,1,2,1 to 2,2010,2015,5
AFZ000836,Yan,Bai,2010,2001-2010,10.1086/701792,2,3,2 to 3,2015,2018,3
AFZ000836,Yan,Bai,2010,2001-2010,10.1093/restud/rdad058,3,4,3 to 4,2018,2023,5
AFZ000836,Yan,Bai,2010,2001-2010,10.1093/restud/rdaf045,4,5,4 to 5,2023,2025,2
AFZ000836,Yan,Bai,2010,2001-2010,10.1093/qje/qjag012,5,6,5 to 6,2025,2026,1
AFZ000845,Martin,Bailey,1954,,10.1086/257766,1,2,1 to 2,1954,1956,2
AFZ000845,Martin,Bailey,1954,,10.1086/257926,2,3,2 to 3,1956,1957,1
AFZ000845,Martin,Bailey,1954,,10.1086/257936,3,4,3 to 4,1957,1957,0
AFZ000845,Martin,Bailey,1954,,10.1086/258473,4,5,4 to 5,1957,1961,4
