ranking_scope,publication_year,history_start_year,history_end_year,top_author_percentage,author_id,final_first_name,final_last_name,rolling_publication_count
JEL F,1954,1934,1953,10,AFZ006941,Arthur,Hazlewood,1
JEL F,1954,1934,1953,10,AFZ007072,A,Henderson,1
JEL F,1954,1934,1953,10,AFZ007174,Ervin,Hexner,1
JEL F,1954,1934,1953,10,AFZ007215,Folke,Hilgerdt,1
JEL F,1954,1934,1953,10,AFZ007256,Randall,Hinshaw,1
JEL F,1954,1934,1953,10,AFZ007267,Albert,Hirschman,1
JEL F,1954,1934,1953,10,AFZ007319,Oleg,Hoeffding,1
JEL F,1954,1934,1953,10,AFZ007426,Calvin,Hoover,1
JEL F,1954,1934,1953,10,AFZ007464,Bert,Hoselitz,1
JEL F,1954,1934,1953,10,AFZ007648,John,Hunter,1
JEL F,1954,1934,1953,10,AFZ008120,Gale,Johnson,1
JEL F,1954,1934,1953,10,AFZ008280,Alfred,Kahn,1
JEL F,1954,1934,1953,10,AFZ008577,Charles,Kennedy,1
JEL F,1954,1934,1953,10,AFZ008846,Fred,Klopstock,1
JEL F,1954,1934,1953,10,AFZ009120,Irving,Kravis,1
JEL F,1954,1934,1953,10,AFZ009799,Abba,Lerner,1
JEL F,1954,1934,1953,10,AFZ009832,J,Letiche,1
JEL F,1954,1934,1953,10,AFZ010928,Edward,Mason,1
JEL F,1954,1934,1953,10,AFZ011113,Samuel,McCulloch,1
JEL F,1954,1934,1953,10,AFZ011273,Gerald,Meier,1
JEL F,1954,1934,1953,10,AFZ011409,Lloyd,Metzler,1
JEL F,1954,1934,1953,10,AFZ011489,Raymond,Mikesell,1
JEL F,1954,1934,1953,10,AFZ012066,Carter,Murphy,1
JEL F,1954,1934,1953,10,AFZ012367,William,Nicholls,1
JEL F,1954,1934,1953,10,AFZ013099,Gardner,Patterson,1
JEL F,1954,1934,1953,10,AFZ013502,J,Polak,1
JEL F,1954,1934,1953,10,AFZ014044,G,Rees,1
JEL F,1954,1934,1953,10,AFZ014091,Stanley,Reiter,1
JEL F,1954,1934,1953,10,AFZ015792,Edward,Simmons,1
JEL F,1954,1934,1953,10,AFZ016197,Joseph,Spengler,1
JEL F,1954,1934,1953,10,AFZ016447,Wolfgang,Stolper,1
JEL F,1954,1934,1953,10,AFZ016893,O,Taylor,1
JEL F,1954,1934,1953,10,AFZ017100,Jan,Tinbergen,1
JEL F,1954,1934,1953,10,AFZ017249,Robert,Triffin,1
JEL F,1954,1934,1953,10,AFZ017684,Jacob,Viner,1
JEL F,1954,1934,1953,10,AFZ017744,Robert,Voorhis,1
JEL F,1954,1934,1953,10,AFZ018260,T,Whitin,1
JEL F,1954,1934,1953,10,AFZ018445,Lawrence,Witt,1
JEL F,1955,1935,1954,1,AFZ008745,Charles,Kindleberger,4
JEL F,1955,1935,1954,5,AFZ008745,Charles,Kindleberger,4
JEL F,1955,1935,1954,5,AFZ013099,Gardner,Patterson,3
JEL F,1955,1935,1954,5,AFZ005044,Frank,Fetter,2
JEL F,1955,1935,1954,5,AFZ006766,Arnold,Harberger,2
JEL F,1955,1935,1954,5,AFZ007184,Addison,Hickman,2
JEL F,1955,1935,1954,5,AFZ007190,John,Hicks,2
JEL F,1955,1935,1954,5,AFZ007256,Randall,Hinshaw,2
JEL F,1955,1935,1954,5,AFZ007824,Walter,Isard,2
JEL F,1955,1935,1954,5,AFZ013502,J,Polak,2
JEL F,1955,1935,1954,5,AFZ014838,Virgil,Salera,2
JEL F,1955,1935,1954,5,AFZ015310,Tibor,Scitovsky,2
JEL F,1955,1935,1954,10,AFZ008745,Charles,Kindleberger,4
JEL F,1955,1935,1954,10,AFZ013099,Gardner,Patterson,3
JEL F,1955,1935,1954,10,AFZ005044,Frank,Fetter,2
JEL F,1955,1935,1954,10,AFZ006766,Arnold,Harberger,2
JEL F,1955,1935,1954,10,AFZ007184,Addison,Hickman,2
JEL F,1955,1935,1954,10,AFZ007190,John,Hicks,2
JEL F,1955,1935,1954,10,AFZ007256,Randall,Hinshaw,2
JEL F,1955,1935,1954,10,AFZ007824,Walter,Isard,2
JEL F,1955,1935,1954,10,AFZ013502,J,Polak,2
JEL F,1955,1935,1954,10,AFZ014838,Virgil,Salera,2
JEL F,1955,1935,1954,10,AFZ015310,Tibor,Scitovsky,2
JEL F,1956,1936,1955,1,AFZ008745,Charles,Kindleberger,5
JEL F,1956,1936,1955,1,AFZ013099,Gardner,Patterson,3
JEL F,1956,1936,1955,5,AFZ008745,Charles,Kindleberger,5
JEL F,1956,1936,1955,5,AFZ013099,Gardner,Patterson,3
JEL F,1956,1936,1955,5,AFZ005044,Frank,Fetter,2
JEL F,1956,1936,1955,5,AFZ006766,Arnold,Harberger,2
JEL F,1956,1936,1955,5,AFZ007079,Elizabeth,Henderson,2
JEL F,1956,1936,1955,5,AFZ007184,Addison,Hickman,2
JEL F,1956,1936,1955,5,AFZ007190,John,Hicks,2
JEL F,1956,1936,1955,5,AFZ007256,Randall,Hinshaw,2
JEL F,1956,1936,1955,5,AFZ007824,Walter,Isard,2
JEL F,1956,1936,1955,5,AFZ009832,John,Letiche,2
JEL F,1956,1936,1955,5,AFZ010780,Edward,Marcus,2
JEL F,1956,1936,1955,5,AFZ011187,Lionel,McKenzie,2
JEL F,1956,1936,1955,5,AFZ013130,Alan,Peacock,2
JEL F,1956,1936,1955,5,AFZ013502,J,Polak,2
JEL F,1956,1936,1955,5,AFZ014838,Virgil,Salera,2
JEL F,1956,1936,1955,5,AFZ015310,Tibor,Scitovsky,2
JEL F,1956,1936,1955,5,AFZ017362,Ralph,Turvey,2
JEL F,1956,1936,1955,10,AFZ008745,Charles,Kindleberger,5
JEL F,1956,1936,1955,10,AFZ013099,Gardner,Patterson,3
JEL F,1956,1936,1955,10,AFZ005044,Frank,Fetter,2
JEL F,1956,1936,1955,10,AFZ006766,Arnold,Harberger,2
JEL F,1956,1936,1955,10,AFZ007079,Elizabeth,Henderson,2
JEL F,1956,1936,1955,10,AFZ007184,Addison,Hickman,2
JEL F,1956,1936,1955,10,AFZ007190,John,Hicks,2
JEL F,1956,1936,1955,10,AFZ007256,Randall,Hinshaw,2
JEL F,1956,1936,1955,10,AFZ007824,Walter,Isard,2
JEL F,1956,1936,1955,10,AFZ009832,John,Letiche,2
JEL F,1956,1936,1955,10,AFZ010780,Edward,Marcus,2
JEL F,1956,1936,1955,10,AFZ011187,Lionel,McKenzie,2
JEL F,1956,1936,1955,10,AFZ013130,Alan,Peacock,2
JEL F,1956,1936,1955,10,AFZ013502,J,Polak,2
JEL F,1956,1936,1955,10,AFZ014838,Virgil,Salera,2
JEL F,1956,1936,1955,10,AFZ015310,Tibor,Scitovsky,2
JEL F,1956,1936,1955,10,AFZ017362,Ralph,Turvey,2
JEL F,1957,1937,1956,1,AFZ008745,Charles,Kindleberger,6
JEL F,1957,1937,1956,1,AFZ005044,Frank,Fetter,3
JEL F,1957,1937,1956,1,AFZ009120,Irving,Kravis,3
JEL F,1957,1937,1956,1,AFZ013099,Gardner,Patterson,3
JEL F,1957,1937,1956,1,AFZ013502,J,Polak,3
JEL F,1957,1937,1956,5,AFZ008745,Charles,Kindleberger,6
JEL F,1957,1937,1956,5,AFZ005044,Frank,Fetter,3
JEL F,1957,1937,1956,5,AFZ009120,Irving,Kravis,3
JEL F,1957,1937,1956,5,AFZ013099,Gardner,Patterson,3
JEL F,1957,1937,1956,5,AFZ013502,J,Polak,3
JEL F,1957,1937,1956,5,AFZ006766,Arnold,Harberger,2
JEL F,1957,1937,1956,5,AFZ007079,Elizabeth,Henderson,2
JEL F,1957,1937,1956,5,AFZ007184,Addison,Hickman,2
JEL F,1957,1937,1956,5,AFZ007190,John,Hicks,2
JEL F,1957,1937,1956,5,AFZ007256,Randall,Hinshaw,2
JEL F,1957,1937,1956,5,AFZ007824,Walter,Isard,2
JEL F,1957,1937,1956,5,AFZ008562,Murray,Kemp,2
JEL F,1957,1937,1956,5,AFZ009832,John,Letiche,2
JEL F,1957,1937,1956,5,AFZ010780,Edward,Marcus,2
JEL F,1957,1937,1956,5,AFZ011187,Lionel,McKenzie,2
JEL F,1957,1937,1956,5,AFZ012066,Carter,Murphy,2
JEL F,1957,1937,1956,5,AFZ013130,Alan,Peacock,2
JEL F,1957,1937,1956,5,AFZ014838,Virgil,Salera,2
JEL F,1957,1937,1956,5,AFZ015310,Tibor,Scitovsky,2
JEL F,1957,1937,1956,5,AFZ017074,Charles,Tiebout,2
JEL F,1957,1937,1956,5,AFZ017362,Ralph,Turvey,2
JEL F,1957,1937,1956,10,AFZ008745,Charles,Kindleberger,6
JEL F,1957,1937,1956,10,AFZ005044,Frank,Fetter,3
JEL F,1957,1937,1956,10,AFZ009120,Irving,Kravis,3
JEL F,1957,1937,1956,10,AFZ013099,Gardner,Patterson,3
JEL F,1957,1937,1956,10,AFZ013502,J,Polak,3
JEL F,1957,1937,1956,10,AFZ006766,Arnold,Harberger,2
JEL F,1957,1937,1956,10,AFZ007079,Elizabeth,Henderson,2
JEL F,1957,1937,1956,10,AFZ007184,Addison,Hickman,2
JEL F,1957,1937,1956,10,AFZ007190,John,Hicks,2
JEL F,1957,1937,1956,10,AFZ007256,Randall,Hinshaw,2
JEL F,1957,1937,1956,10,AFZ007824,Walter,Isard,2
JEL F,1957,1937,1956,10,AFZ008562,Murray,Kemp,2
JEL F,1957,1937,1956,10,AFZ009832,John,Letiche,2
JEL F,1957,1937,1956,10,AFZ010780,Edward,Marcus,2
JEL F,1957,1937,1956,10,AFZ011187,Lionel,McKenzie,2
JEL F,1957,1937,1956,10,AFZ012066,Carter,Murphy,2
JEL F,1957,1937,1956,10,AFZ013130,Alan,Peacock,2
JEL F,1957,1937,1956,10,AFZ014838,Virgil,Salera,2
JEL F,1957,1937,1956,10,AFZ015310,Tibor,Scitovsky,2
JEL F,1957,1937,1956,10,AFZ017074,Charles,Tiebout,2
JEL F,1957,1937,1956,10,AFZ017362,Ralph,Turvey,2
JEL F,1958,1938,1957,1,AFZ008745,Charles,Kindleberger,6
JEL F,1958,1938,1957,1,AFZ005044,Frank,Fetter,3
JEL F,1958,1938,1957,1,AFZ006766,Arnold,Harberger,3
JEL F,1958,1938,1957,1,AFZ009120,Irving,Kravis,3
JEL F,1958,1938,1957,1,AFZ013099,Gardner,Patterson,3
JEL F,1958,1938,1957,1,AFZ013502,J,Polak,3
JEL F,1958,1938,1957,5,AFZ008745,Charles,Kindleberger,6
JEL F,1958,1938,1957,5,AFZ005044,Frank,Fetter,3
JEL F,1958,1938,1957,5,AFZ006766,Arnold,Harberger,3
JEL F,1958,1938,1957,5,AFZ009120,Irving,Kravis,3
JEL F,1958,1938,1957,5,AFZ013099,Gardner,Patterson,3
JEL F,1958,1938,1957,5,AFZ013502,J,Polak,3
JEL F,1958,1938,1957,5,AFZ002065,Hans,Brems,2
JEL F,1958,1938,1957,5,AFZ004644,Stephen,Enke,2
JEL F,1958,1938,1957,5,AFZ005728,Franz,Gehrels,2
JEL F,1958,1938,1957,5,AFZ007079,Elizabeth,Henderson,2
JEL F,1958,1938,1957,5,AFZ007184,Addison,Hickman,2
JEL F,1958,1938,1957,5,AFZ007190,John,Hicks,2
JEL F,1958,1938,1957,5,AFZ007256,Randall,Hinshaw,2
JEL F,1958,1938,1957,5,AFZ007824,Walter,Isard,2
JEL F,1958,1938,1957,5,AFZ008562,Murray,Kemp,2
JEL F,1958,1938,1957,5,AFZ009832,John,Letiche,2
JEL F,1958,1938,1957,5,AFZ010780,Edward,Marcus,2
JEL F,1958,1938,1957,5,AFZ011187,Lionel,McKenzie,2
JEL F,1958,1938,1957,5,AFZ012066,Carter,Murphy,2
JEL F,1958,1938,1957,5,AFZ012868,S,Ozga,2
JEL F,1958,1938,1957,5,AFZ013130,Alan,Peacock,2
JEL F,1958,1938,1957,5,AFZ014838,Virgil,Salera,2
JEL F,1958,1938,1957,5,AFZ015310,Tibor,Scitovsky,2
JEL F,1958,1938,1957,5,AFZ017074,Charles,Tiebout,2
JEL F,1958,1938,1957,5,AFZ017362,Ralph,Turvey,2
JEL F,1958,1938,1957,10,AFZ008745,Charles,Kindleberger,6
JEL F,1958,1938,1957,10,AFZ005044,Frank,Fetter,3
JEL F,1958,1938,1957,10,AFZ006766,Arnold,Harberger,3
JEL F,1958,1938,1957,10,AFZ009120,Irving,Kravis,3
JEL F,1958,1938,1957,10,AFZ013099,Gardner,Patterson,3
JEL F,1958,1938,1957,10,AFZ013502,J,Polak,3
JEL F,1958,1938,1957,10,AFZ002065,Hans,Brems,2
JEL F,1958,1938,1957,10,AFZ004644,Stephen,Enke,2
JEL F,1958,1938,1957,10,AFZ005728,Franz,Gehrels,2
JEL F,1958,1938,1957,10,AFZ007079,Elizabeth,Henderson,2
JEL F,1958,1938,1957,10,AFZ007184,Addison,Hickman,2
JEL F,1958,1938,1957,10,AFZ007190,John,Hicks,2
JEL F,1958,1938,1957,10,AFZ007256,Randall,Hinshaw,2
JEL F,1958,1938,1957,10,AFZ007824,Walter,Isard,2
JEL F,1958,1938,1957,10,AFZ008562,Murray,Kemp,2
JEL F,1958,1938,1957,10,AFZ009832,John,Letiche,2
JEL F,1958,1938,1957,10,AFZ010780,Edward,Marcus,2
JEL F,1958,1938,1957,10,AFZ011187,Lionel,McKenzie,2
JEL F,1958,1938,1957,10,AFZ012066,Carter,Murphy,2
JEL F,1958,1938,1957,10,AFZ012868,S,Ozga,2
JEL F,1958,1938,1957,10,AFZ013130,Alan,Peacock,2
JEL F,1958,1938,1957,10,AFZ014838,Virgil,Salera,2
JEL F,1958,1938,1957,10,AFZ015310,Tibor,Scitovsky,2
JEL F,1958,1938,1957,10,AFZ017074,Charles,Tiebout,2
JEL F,1958,1938,1957,10,AFZ017362,Ralph,Turvey,2
JEL F,1959,1939,1958,1,AFZ008745,Charles,Kindleberger,7
JEL F,1959,1939,1958,1,AFZ005044,Frank,Fetter,3
JEL F,1959,1939,1958,1,AFZ006766,Arnold,Harberger,3
JEL F,1959,1939,1958,1,AFZ007079,Elizabeth,Henderson,3
JEL F,1959,1939,1958,1,AFZ009120,Irving,Kravis,3
JEL F,1959,1939,1958,1,AFZ013099,Gardner,Patterson,3
JEL F,1959,1939,1958,1,AFZ013130,Alan,Peacock,3
JEL F,1959,1939,1958,1,AFZ013502,J,Polak,3
JEL F,1959,1939,1958,1,AFZ017362,Ralph,Turvey,3
JEL F,1959,1939,1958,5,AFZ008745,Charles,Kindleberger,7
JEL F,1959,1939,1958,5,AFZ005044,Frank,Fetter,3
JEL F,1959,1939,1958,5,AFZ006766,Arnold,Harberger,3
JEL F,1959,1939,1958,5,AFZ007079,Elizabeth,Henderson,3
JEL F,1959,1939,1958,5,AFZ009120,Irving,Kravis,3
JEL F,1959,1939,1958,5,AFZ013099,Gardner,Patterson,3
JEL F,1959,1939,1958,5,AFZ013130,Alan,Peacock,3
JEL F,1959,1939,1958,5,AFZ013502,J,Polak,3
JEL F,1959,1939,1958,5,AFZ017362,Ralph,Turvey,3
JEL F,1959,1939,1958,10,AFZ008745,Charles,Kindleberger,7
JEL F,1959,1939,1958,10,AFZ005044,Frank,Fetter,3
JEL F,1959,1939,1958,10,AFZ006766,Arnold,Harberger,3
JEL F,1959,1939,1958,10,AFZ007079,Elizabeth,Henderson,3
JEL F,1959,1939,1958,10,AFZ009120,Irving,Kravis,3
JEL F,1959,1939,1958,10,AFZ013099,Gardner,Patterson,3
JEL F,1959,1939,1958,10,AFZ013130,Alan,Peacock,3
JEL F,1959,1939,1958,10,AFZ013502,J,Polak,3
JEL F,1959,1939,1958,10,AFZ017362,Ralph,Turvey,3
JEL F,1959,1939,1958,10,AFZ002065,Hans,Brems,2
JEL F,1959,1939,1958,10,AFZ004644,Stephen,Enke,2
JEL F,1959,1939,1958,10,AFZ005728,Franz,Gehrels,2
JEL F,1959,1939,1958,10,AFZ007184,Addison,Hickman,2
JEL F,1959,1939,1958,10,AFZ007190,John,Hicks,2
JEL F,1959,1939,1958,10,AFZ007256,Randall,Hinshaw,2
JEL F,1959,1939,1958,10,AFZ007824,Walter,Isard,2
JEL F,1959,1939,1958,10,AFZ008562,Murray,Kemp,2
JEL F,1959,1939,1958,10,AFZ009832,John,Letiche,2
JEL F,1959,1939,1958,10,AFZ010780,Edward,Marcus,2
JEL F,1959,1939,1958,10,AFZ011187,Lionel,McKenzie,2
JEL F,1959,1939,1958,10,AFZ012066,Carter,Murphy,2
JEL F,1959,1939,1958,10,AFZ012868,S,Ozga,2
JEL F,1959,1939,1958,10,AFZ014838,Virgil,Salera,2
JEL F,1959,1939,1958,10,AFZ015310,Tibor,Scitovsky,2
JEL F,1959,1939,1958,10,AFZ016057,Egon,Sohmen,2
JEL F,1959,1939,1958,10,AFZ016447,Wolfgang,Stolper,2
JEL F,1959,1939,1958,10,AFZ016676,Paul,Sweezy,2
JEL F,1959,1939,1958,10,AFZ017051,Willard,Thorp,2
JEL F,1959,1939,1958,10,AFZ017074,Charles,Tiebout,2
JEL F,1960,1940,1959,1,AFZ008745,Charles,Kindleberger,7
JEL F,1960,1940,1959,1,AFZ006766,Arnold,Harberger,4
JEL F,1960,1940,1959,5,AFZ008745,Charles,Kindleberger,7
JEL F,1960,1940,1959,5,AFZ006766,Arnold,Harberger,4
JEL F,1960,1940,1959,5,AFZ005044,Frank,Fetter,3
JEL F,1960,1940,1959,5,AFZ007079,Elizabeth,Henderson,3
JEL F,1960,1940,1959,5,AFZ009120,Irving,Kravis,3
JEL F,1960,1940,1959,5,AFZ013099,Gardner,Patterson,3
JEL F,1960,1940,1959,5,AFZ013130,Alan,Peacock,3
JEL F,1960,1940,1959,5,AFZ013502,J,Polak,3
JEL F,1960,1940,1959,5,AFZ017362,Ralph,Turvey,3
JEL F,1960,1940,1959,10,AFZ008745,Charles,Kindleberger,7
JEL F,1960,1940,1959,10,AFZ006766,Arnold,Harberger,4
JEL F,1960,1940,1959,10,AFZ005044,Frank,Fetter,3
JEL F,1960,1940,1959,10,AFZ007079,Elizabeth,Henderson,3
JEL F,1960,1940,1959,10,AFZ009120,Irving,Kravis,3
JEL F,1960,1940,1959,10,AFZ013099,Gardner,Patterson,3
JEL F,1960,1940,1959,10,AFZ013130,Alan,Peacock,3
JEL F,1960,1940,1959,10,AFZ013502,J,Polak,3
JEL F,1960,1940,1959,10,AFZ017362,Ralph,Turvey,3
JEL F,1960,1940,1959,10,AFZ002065,Hans,Brems,2
JEL F,1960,1940,1959,10,AFZ004644,Stephen,Enke,2
JEL F,1960,1940,1959,10,AFZ005728,Franz,Gehrels,2
JEL F,1960,1940,1959,10,AFZ006145,Wayne,Gorman,2
JEL F,1960,1940,1959,10,AFZ007184,Addison,Hickman,2
JEL F,1960,1940,1959,10,AFZ007190,John,Hicks,2
JEL F,1960,1940,1959,10,AFZ007256,Randall,Hinshaw,2
JEL F,1960,1940,1959,10,AFZ007824,Walter,Isard,2
