publication_year,history_start_year,history_end_year,top_author_percentage,author_id,final_first_name,final_last_name,rolling_publication_count
1953,1933,1952,10,AFZ003391,W,Cooper,2
1953,1933,1952,10,AFZ007678,John,Hutchins,2
1953,1933,1952,10,AFZ009862,Harvey,Levin,2
1953,1933,1952,10,AFZ010732,Alan,Manne,2
1954,1934,1953,1,AFZ010252,Philip,Locklin,3
1954,1934,1953,5,AFZ010252,Philip,Locklin,3
1954,1934,1953,5,AFZ002880,A,Charnes,2
1954,1934,1953,5,AFZ003391,W,Cooper,2
1954,1934,1953,5,AFZ007678,John,Hutchins,2
1954,1934,1953,5,AFZ009862,Harvey,Levin,2
1954,1934,1953,5,AFZ010732,Alan,Manne,2
1954,1934,1953,10,AFZ010252,Philip,Locklin,3
1954,1934,1953,10,AFZ002880,A,Charnes,2
1954,1934,1953,10,AFZ003391,W,Cooper,2
1954,1934,1953,10,AFZ007678,John,Hutchins,2
1954,1934,1953,10,AFZ009862,Harvey,Levin,2
1954,1934,1953,10,AFZ010732,Alan,Manne,2
1955,1935,1954,1,AFZ002880,A,Charnes,3
1955,1935,1954,1,AFZ003391,W,Cooper,3
1955,1935,1954,1,AFZ010252,Philip,Locklin,3
1955,1935,1954,5,AFZ002880,A,Charnes,3
1955,1935,1954,5,AFZ003391,W,Cooper,3
1955,1935,1954,5,AFZ010252,Philip,Locklin,3
1955,1935,1954,5,AFZ000855,Joe,Bain,2
1955,1935,1954,5,AFZ001882,George,Borts,2
1955,1935,1954,5,AFZ007678,John,Hutchins,2
1955,1935,1954,5,AFZ009862,Harvey,Levin,2
1955,1935,1954,5,AFZ010732,Alan,Manne,2
1955,1935,1954,5,AFZ011306,B,Mellon,2
1955,1935,1954,10,AFZ002880,A,Charnes,3
1955,1935,1954,10,AFZ003391,W,Cooper,3
1955,1935,1954,10,AFZ010252,Philip,Locklin,3
1955,1935,1954,10,AFZ000855,Joe,Bain,2
1955,1935,1954,10,AFZ001882,George,Borts,2
1955,1935,1954,10,AFZ007678,John,Hutchins,2
1955,1935,1954,10,AFZ009862,Harvey,Levin,2
1955,1935,1954,10,AFZ010732,Alan,Manne,2
1955,1935,1954,10,AFZ011306,B,Mellon,2
1956,1936,1955,1,AFZ002880,A,Charnes,3
1956,1936,1955,1,AFZ003391,W,Cooper,3
1956,1936,1955,1,AFZ010252,Philip,Locklin,3
1956,1936,1955,5,AFZ002880,A,Charnes,3
1956,1936,1955,5,AFZ003391,W,Cooper,3
1956,1936,1955,5,AFZ010252,Philip,Locklin,3
1956,1936,1955,5,AFZ000855,Joe,Bain,2
1956,1936,1955,5,AFZ001882,George,Borts,2
1956,1936,1955,5,AFZ007678,John,Hutchins,2
1956,1936,1955,5,AFZ008280,Alfred,Kahn,2
1956,1936,1955,5,AFZ009862,Harvey,Levin,2
1956,1936,1955,5,AFZ010732,Alan,Manne,2
1956,1936,1955,5,AFZ011306,B,Mellon,2
1956,1936,1955,5,AFZ018482,J,Wolfe,2
1956,1936,1955,10,AFZ002880,A,Charnes,3
1956,1936,1955,10,AFZ003391,W,Cooper,3
1956,1936,1955,10,AFZ010252,Philip,Locklin,3
1956,1936,1955,10,AFZ000855,Joe,Bain,2
1956,1936,1955,10,AFZ001882,George,Borts,2
1956,1936,1955,10,AFZ007678,John,Hutchins,2
1956,1936,1955,10,AFZ008280,Alfred,Kahn,2
1956,1936,1955,10,AFZ009862,Harvey,Levin,2
1956,1936,1955,10,AFZ010732,Alan,Manne,2
1956,1936,1955,10,AFZ011306,B,Mellon,2
1956,1936,1955,10,AFZ018482,J,Wolfe,2
1957,1937,1956,1,AFZ002880,A,Charnes,3
1957,1937,1956,1,AFZ003391,W,Cooper,3
1957,1937,1956,1,AFZ010252,Philip,Locklin,3
1957,1937,1956,1,AFZ016411,George,Stigler,3
1957,1937,1956,5,AFZ002880,A,Charnes,3
1957,1937,1956,5,AFZ003391,W,Cooper,3
1957,1937,1956,5,AFZ010252,Philip,Locklin,3
1957,1937,1956,5,AFZ016411,George,Stigler,3
1957,1937,1956,5,AFZ000855,Joe,Bain,2
1957,1937,1956,5,AFZ001882,George,Borts,2
1957,1937,1956,5,AFZ003657,Richard,Cyert,2
1957,1937,1956,5,AFZ007678,John,Hutchins,2
1957,1937,1956,5,AFZ008280,Alfred,Kahn,2
1957,1937,1956,5,AFZ009862,Harvey,Levin,2
1957,1937,1956,5,AFZ010732,Alan,Manne,2
1957,1937,1956,5,AFZ011306,B,Mellon,2
1957,1937,1956,5,AFZ018482,J,Wolfe,2
1957,1937,1956,10,AFZ002880,A,Charnes,3
1957,1937,1956,10,AFZ003391,W,Cooper,3
1957,1937,1956,10,AFZ010252,Philip,Locklin,3
1957,1937,1956,10,AFZ016411,George,Stigler,3
1957,1937,1956,10,AFZ000855,Joe,Bain,2
1957,1937,1956,10,AFZ001882,George,Borts,2
1957,1937,1956,10,AFZ003657,Richard,Cyert,2
1957,1937,1956,10,AFZ007678,John,Hutchins,2
1957,1937,1956,10,AFZ008280,Alfred,Kahn,2
1957,1937,1956,10,AFZ009862,Harvey,Levin,2
1957,1937,1956,10,AFZ010732,Alan,Manne,2
1957,1937,1956,10,AFZ011306,B,Mellon,2
1957,1937,1956,10,AFZ018482,J,Wolfe,2
1958,1938,1957,1,AFZ016411,George,Stigler,4
1958,1938,1957,1,AFZ002880,A,Charnes,3
1958,1938,1957,1,AFZ003391,W,Cooper,3
1958,1938,1957,1,AFZ008280,Alfred,Kahn,3
1958,1938,1957,1,AFZ010252,Philip,Locklin,3
1958,1938,1957,5,AFZ016411,George,Stigler,4
1958,1938,1957,5,AFZ002880,A,Charnes,3
1958,1938,1957,5,AFZ003391,W,Cooper,3
1958,1938,1957,5,AFZ008280,Alfred,Kahn,3
1958,1938,1957,5,AFZ010252,Philip,Locklin,3
1958,1938,1957,5,AFZ000855,Joe,Bain,2
1958,1938,1957,5,AFZ001882,George,Borts,2
1958,1938,1957,5,AFZ002483,Rondo,Cameron,2
1958,1938,1957,5,AFZ003657,Richard,Cyert,2
1958,1938,1957,5,AFZ007678,John,Hutchins,2
1958,1938,1957,5,AFZ009862,Harvey,Levin,2
1958,1938,1957,5,AFZ010732,Alan,Manne,2
1958,1938,1957,5,AFZ011306,B,Mellon,2
1958,1938,1957,5,AFZ018482,J,Wolfe,2
1958,1938,1957,10,AFZ016411,George,Stigler,4
1958,1938,1957,10,AFZ002880,A,Charnes,3
1958,1938,1957,10,AFZ003391,W,Cooper,3
1958,1938,1957,10,AFZ008280,Alfred,Kahn,3
1958,1938,1957,10,AFZ010252,Philip,Locklin,3
1958,1938,1957,10,AFZ000855,Joe,Bain,2
1958,1938,1957,10,AFZ001882,George,Borts,2
1958,1938,1957,10,AFZ002483,Rondo,Cameron,2
1958,1938,1957,10,AFZ003657,Richard,Cyert,2
1958,1938,1957,10,AFZ007678,John,Hutchins,2
1958,1938,1957,10,AFZ009862,Harvey,Levin,2
1958,1938,1957,10,AFZ010732,Alan,Manne,2
1958,1938,1957,10,AFZ011306,B,Mellon,2
1958,1938,1957,10,AFZ018482,J,Wolfe,2
1959,1939,1958,1,AFZ016411,George,Stigler,4
1959,1939,1958,1,AFZ002483,Rondo,Cameron,3
1959,1939,1958,1,AFZ002880,A,Charnes,3
1959,1939,1958,1,AFZ003391,W,Cooper,3
1959,1939,1958,1,AFZ007678,John,Hutchins,3
1959,1939,1958,1,AFZ008280,Alfred,Kahn,3
1959,1939,1958,1,AFZ009862,Harvey,Levin,3
1959,1939,1958,1,AFZ010252,Philip,Locklin,3
1959,1939,1958,1,AFZ010732,Alan,Manne,3
1959,1939,1958,1,AFZ018482,J,Wolfe,3
1959,1939,1958,5,AFZ016411,George,Stigler,4
1959,1939,1958,5,AFZ002483,Rondo,Cameron,3
1959,1939,1958,5,AFZ002880,A,Charnes,3
1959,1939,1958,5,AFZ003391,W,Cooper,3
1959,1939,1958,5,AFZ007678,John,Hutchins,3
1959,1939,1958,5,AFZ008280,Alfred,Kahn,3
1959,1939,1958,5,AFZ009862,Harvey,Levin,3
1959,1939,1958,5,AFZ010252,Philip,Locklin,3
1959,1939,1958,5,AFZ010732,Alan,Manne,3
1959,1939,1958,5,AFZ018482,J,Wolfe,3
1959,1939,1958,10,AFZ016411,George,Stigler,4
1959,1939,1958,10,AFZ002483,Rondo,Cameron,3
1959,1939,1958,10,AFZ002880,A,Charnes,3
1959,1939,1958,10,AFZ003391,W,Cooper,3
1959,1939,1958,10,AFZ007678,John,Hutchins,3
1959,1939,1958,10,AFZ008280,Alfred,Kahn,3
1959,1939,1958,10,AFZ009862,Harvey,Levin,3
1959,1939,1958,10,AFZ010252,Philip,Locklin,3
1959,1939,1958,10,AFZ010732,Alan,Manne,3
1959,1939,1958,10,AFZ018482,J,Wolfe,3
1959,1939,1958,10,AFZ000855,Joe,Bain,2
1959,1939,1958,10,AFZ001882,George,Borts,2
1959,1939,1958,10,AFZ003657,Richard,Cyert,2
1959,1939,1958,10,AFZ011306,B,Mellon,2
1960,1940,1959,1,AFZ016411,George,Stigler,4
1960,1940,1959,1,AFZ002483,Rondo,Cameron,3
1960,1940,1959,1,AFZ002880,A,Charnes,3
1960,1940,1959,1,AFZ003391,W,Cooper,3
1960,1940,1959,1,AFZ007678,John,Hutchins,3
1960,1940,1959,1,AFZ008280,Alfred,Kahn,3
1960,1940,1959,1,AFZ009862,Harvey,Levin,3
1960,1940,1959,1,AFZ010252,Philip,Locklin,3
1960,1940,1959,1,AFZ010732,Alan,Manne,3
1960,1940,1959,1,AFZ018482,J,Wolfe,3
1960,1940,1959,5,AFZ016411,George,Stigler,4
1960,1940,1959,5,AFZ002483,Rondo,Cameron,3
1960,1940,1959,5,AFZ002880,A,Charnes,3
1960,1940,1959,5,AFZ003391,W,Cooper,3
1960,1940,1959,5,AFZ007678,John,Hutchins,3
1960,1940,1959,5,AFZ008280,Alfred,Kahn,3
1960,1940,1959,5,AFZ009862,Harvey,Levin,3
1960,1940,1959,5,AFZ010252,Philip,Locklin,3
1960,1940,1959,5,AFZ010732,Alan,Manne,3
1960,1940,1959,5,AFZ018482,J,Wolfe,3
1960,1940,1959,10,AFZ016411,George,Stigler,4
1960,1940,1959,10,AFZ002483,Rondo,Cameron,3
1960,1940,1959,10,AFZ002880,A,Charnes,3
1960,1940,1959,10,AFZ003391,W,Cooper,3
1960,1940,1959,10,AFZ007678,John,Hutchins,3
1960,1940,1959,10,AFZ008280,Alfred,Kahn,3
1960,1940,1959,10,AFZ009862,Harvey,Levin,3
1960,1940,1959,10,AFZ010252,Philip,Locklin,3
1960,1940,1959,10,AFZ010732,Alan,Manne,3
1960,1940,1959,10,AFZ018482,J,Wolfe,3
1960,1940,1959,10,AFZ000855,Joe,Bain,2
1960,1940,1959,10,AFZ001882,George,Borts,2
1960,1940,1959,10,AFZ003657,Richard,Cyert,2
1960,1940,1959,10,AFZ004870,Mariah,Farrell,2
1960,1940,1959,10,AFZ010746,Edwin,Mansfield,2
1960,1940,1959,10,AFZ011306,B,Mellon,2
1960,1940,1959,10,AFZ016354,Peter,Steiner,2
1961,1941,1960,1,AFZ016411,George,Stigler,4
1961,1941,1960,1,AFZ001882,George,Borts,3
1961,1941,1960,1,AFZ002483,Rondo,Cameron,3
1961,1941,1960,1,AFZ002880,A,Charnes,3
1961,1941,1960,1,AFZ003391,W,Cooper,3
1961,1941,1960,1,AFZ007678,John,Hutchins,3
1961,1941,1960,1,AFZ008280,Alfred,Kahn,3
1961,1941,1960,1,AFZ009862,Harvey,Levin,3
1961,1941,1960,1,AFZ010252,Philip,Locklin,3
1961,1941,1960,1,AFZ010732,Alan,Manne,3
1961,1941,1960,1,AFZ018482,J,Wolfe,3
1961,1941,1960,5,AFZ016411,George,Stigler,4
1961,1941,1960,5,AFZ001882,George,Borts,3
1961,1941,1960,5,AFZ002483,Rondo,Cameron,3
1961,1941,1960,5,AFZ002880,A,Charnes,3
1961,1941,1960,5,AFZ003391,W,Cooper,3
1961,1941,1960,5,AFZ007678,John,Hutchins,3
1961,1941,1960,5,AFZ008280,Alfred,Kahn,3
1961,1941,1960,5,AFZ009862,Harvey,Levin,3
1961,1941,1960,5,AFZ010252,Philip,Locklin,3
1961,1941,1960,5,AFZ010732,Alan,Manne,3
1961,1941,1960,5,AFZ018482,J,Wolfe,3
1961,1941,1960,10,AFZ016411,George,Stigler,4
1961,1941,1960,10,AFZ001882,George,Borts,3
1961,1941,1960,10,AFZ002483,Rondo,Cameron,3
1961,1941,1960,10,AFZ002880,A,Charnes,3
1961,1941,1960,10,AFZ003391,W,Cooper,3
1961,1941,1960,10,AFZ007678,John,Hutchins,3
1961,1941,1960,10,AFZ008280,Alfred,Kahn,3
1961,1941,1960,10,AFZ009862,Harvey,Levin,3
1961,1941,1960,10,AFZ010252,Philip,Locklin,3
1961,1941,1960,10,AFZ010732,Alan,Manne,3
1961,1941,1960,10,AFZ018482,J,Wolfe,3
1961,1941,1960,10,AFZ000855,Joe,Bain,2
1961,1941,1960,10,AFZ003101,Gregory,Chow,2
1961,1941,1960,10,AFZ003657,Richard,Cyert,2
1961,1941,1960,10,AFZ004870,Mariah,Farrell,2
1961,1941,1960,10,AFZ005128,Malcolm,Fisher,2
1961,1941,1960,10,AFZ007001,Richard,Heflebower,2
1961,1941,1960,10,AFZ010746,Edwin,Mansfield,2
1961,1941,1960,10,AFZ011306,B,Mellon,2
1961,1941,1960,10,AFZ016354,Peter,Steiner,2
1961,1941,1960,10,AFZ017275,Emery,Troxel,2
1962,1942,1961,1,AFZ002483,Rondo,Cameron,4
1962,1942,1961,1,AFZ016411,George,Stigler,4
1962,1942,1961,5,AFZ002483,Rondo,Cameron,4
1962,1942,1961,5,AFZ016411,George,Stigler,4
1962,1942,1961,5,AFZ001882,George,Borts,3
1962,1942,1961,5,AFZ002880,A,Charnes,3
1962,1942,1961,5,AFZ003391,W,Cooper,3
1962,1942,1961,5,AFZ007678,John,Hutchins,3
1962,1942,1961,5,AFZ008280,Alfred,Kahn,3
1962,1942,1961,5,AFZ009862,Harvey,Levin,3
1962,1942,1961,5,AFZ010252,Philip,Locklin,3
1962,1942,1961,5,AFZ010732,Alan,Manne,3
1962,1942,1961,5,AFZ018482,J,Wolfe,3
1962,1942,1961,10,AFZ002483,Rondo,Cameron,4
1962,1942,1961,10,AFZ016411,George,Stigler,4
1962,1942,1961,10,AFZ001882,George,Borts,3
1962,1942,1961,10,AFZ002880,A,Charnes,3
1962,1942,1961,10,AFZ003391,W,Cooper,3
1962,1942,1961,10,AFZ007678,John,Hutchins,3
1962,1942,1961,10,AFZ008280,Alfred,Kahn,3
1962,1942,1961,10,AFZ009862,Harvey,Levin,3
1962,1942,1961,10,AFZ010252,Philip,Locklin,3
1962,1942,1961,10,AFZ010732,Alan,Manne,3
1962,1942,1961,10,AFZ018482,J,Wolfe,3
1962,1942,1961,10,AFZ000855,Joe,Bain,2
1962,1942,1961,10,AFZ002796,Edward,Chamberlin,2
1962,1942,1961,10,AFZ003101,Gregory,Chow,2
1962,1942,1961,10,AFZ003657,Richard,Cyert,2
1962,1942,1961,10,AFZ004870,Mariah,Farrell,2
1962,1942,1961,10,AFZ005120,Franklin,Fisher,2
1962,1942,1961,10,AFZ005128,Malcolm,Fisher,2
1962,1942,1961,10,AFZ007001,Richard,Heflebower,2
1962,1942,1961,10,AFZ007242,George,Hilton,2
1962,1942,1961,10,AFZ010746,Edwin,Mansfield,2
1962,1942,1961,10,AFZ011306,B,Mellon,2
1962,1942,1961,10,AFZ012282,Richard,Nelson,2
1962,1942,1961,10,AFZ016354,Peter,Steiner,2
1962,1942,1961,10,AFZ017275,Emery,Troxel,2
1963,1943,1962,1,AFZ002483,Rondo,Cameron,4
1963,1943,1962,1,AFZ016411,George,Stigler,4
1963,1943,1962,1,AFZ018482,J,Wolfe,4
1963,1943,1962,5,AFZ002483,Rondo,Cameron,4
1963,1943,1962,5,AFZ016411,George,Stigler,4
1963,1943,1962,5,AFZ018482,J,Wolfe,4
1963,1943,1962,5,AFZ001882,George,Borts,3
1963,1943,1962,5,AFZ002880,A,Charnes,3
1963,1943,1962,5,AFZ003391,W,Cooper,3
1963,1943,1962,5,AFZ005120,Franklin,Fisher,3
1963,1943,1962,5,AFZ007678,John,Hutchins,3
1963,1943,1962,5,AFZ008280,Alfred,Kahn,3
1963,1943,1962,5,AFZ009862,Harvey,Levin,3
1963,1943,1962,5,AFZ010252,Philip,Locklin,3
1963,1943,1962,5,AFZ010732,Alan,Manne,3
1963,1943,1962,10,AFZ002483,Rondo,Cameron,4
1963,1943,1962,10,AFZ016411,George,Stigler,4
1963,1943,1962,10,AFZ018482,J,Wolfe,4
1963,1943,1962,10,AFZ001882,George,Borts,3
1963,1943,1962,10,AFZ002880,A,Charnes,3
1963,1943,1962,10,AFZ003391,W,Cooper,3
1963,1943,1962,10,AFZ005120,Franklin,Fisher,3
1963,1943,1962,10,AFZ007678,John,Hutchins,3
1963,1943,1962,10,AFZ008280,Alfred,Kahn,3
1963,1943,1962,10,AFZ009862,Harvey,Levin,3
1963,1943,1962,10,AFZ010252,Philip,Locklin,3
1963,1943,1962,10,AFZ010732,Alan,Manne,3
1963,1943,1962,10,AFZ000855,Joe,Bain,2
1963,1943,1962,10,AFZ002796,Edward,Chamberlin,2
1963,1943,1962,10,AFZ003101,Gregory,Chow,2
1963,1943,1962,10,AFZ003533,J,Cramer,2
1963,1943,1962,10,AFZ003657,Richard,Cyert,2
1963,1943,1962,10,AFZ004870,Mariah,Farrell,2
1963,1943,1962,10,AFZ005128,Malcolm,Fisher,2
1963,1943,1962,10,AFZ007001,Richard,Heflebower,2
1963,1943,1962,10,AFZ007242,George,Hilton,2
1963,1943,1962,10,AFZ010746,Edwin,Mansfield,2
1963,1943,1962,10,AFZ010820,Jesse,Markham,2
1963,1943,1962,10,AFZ011306,B,Mellon,2
1963,1943,1962,10,AFZ012282,Richard,Nelson,2
1963,1943,1962,10,AFZ016354,Peter,Steiner,2
1963,1943,1962,10,AFZ017275,Emery,Troxel,2
1964,1944,1963,1,AFZ010746,Edwin,Mansfield,5
1964,1944,1963,1,AFZ002483,Rondo,Cameron,4
1964,1944,1963,1,AFZ016411,George,Stigler,4
1964,1944,1963,1,AFZ018482,J,Wolfe,4
1964,1944,1963,5,AFZ010746,Edwin,Mansfield,5
1964,1944,1963,5,AFZ002483,Rondo,Cameron,4
1964,1944,1963,5,AFZ016411,George,Stigler,4
1964,1944,1963,5,AFZ018482,J,Wolfe,4
1964,1944,1963,5,AFZ001882,George,Borts,3
1964,1944,1963,5,AFZ002880,A,Charnes,3
1964,1944,1963,5,AFZ003391,W,Cooper,3
1964,1944,1963,5,AFZ005120,Franklin,Fisher,3
1964,1944,1963,5,AFZ007678,John,Hutchins,3
1964,1944,1963,5,AFZ008280,Alfred,Kahn,3
1964,1944,1963,5,AFZ009862,Harvey,Levin,3
1964,1944,1963,5,AFZ010252,Philip,Locklin,3
1964,1944,1963,5,AFZ010732,Alan,Manne,3
1964,1944,1963,10,AFZ010746,Edwin,Mansfield,5
1964,1944,1963,10,AFZ002483,Rondo,Cameron,4
1964,1944,1963,10,AFZ016411,George,Stigler,4
1964,1944,1963,10,AFZ018482,J,Wolfe,4
1964,1944,1963,10,AFZ001882,George,Borts,3
1964,1944,1963,10,AFZ002880,A,Charnes,3
1964,1944,1963,10,AFZ003391,W,Cooper,3
1964,1944,1963,10,AFZ005120,Franklin,Fisher,3
1964,1944,1963,10,AFZ007678,John,Hutchins,3
1964,1944,1963,10,AFZ008280,Alfred,Kahn,3
1964,1944,1963,10,AFZ009862,Harvey,Levin,3
1964,1944,1963,10,AFZ010252,Philip,Locklin,3
1964,1944,1963,10,AFZ010732,Alan,Manne,3
1964,1944,1963,10,AFZ000855,Joe,Bain,2
1964,1944,1963,10,AFZ001069,Yoram,Barzel,2
1964,1944,1963,10,AFZ002065,Hans,Brems,2
1964,1944,1963,10,AFZ002796,Edward,Chamberlin,2
1964,1944,1963,10,AFZ003101,Gregory,Chow,2
1964,1944,1963,10,AFZ003533,J,Cramer,2
1964,1944,1963,10,AFZ003657,Richard,Cyert,2
1964,1944,1963,10,AFZ004870,Mariah,Farrell,2
1964,1944,1963,10,AFZ005128,Malcolm,Fisher,2
1964,1944,1963,10,AFZ006974,Benton,Heath,2
1964,1944,1963,10,AFZ007001,Richard,Heflebower,2
1964,1944,1963,10,AFZ007242,George,Hilton,2
1964,1944,1963,10,AFZ010820,Jesse,Markham,2
1964,1944,1963,10,AFZ011306,B,Mellon,2
1964,1944,1963,10,AFZ012282,Richard,Nelson,2
1964,1944,1963,10,AFZ016042,Stephen,Sobotka,2
1964,1944,1963,10,AFZ016354,Peter,Steiner,2
1964,1944,1963,10,AFZ017275,Emery,Troxel,2
1964,1944,1963,10,AFZ018160,Stanislaw,Wellisz,2
1964,1944,1963,10,AFZ018358,Harold,Williamson,2
1965,1945,1964,1,AFZ010746,Edwin,Mansfield,6
1965,1945,1964,1,AFZ016411,George,Stigler,5
1965,1945,1964,1,AFZ002483,Rondo,Cameron,4
1965,1945,1964,1,AFZ009862,Harvey,Levin,4
1965,1945,1964,1,AFZ018482,J,Wolfe,4
1965,1945,1964,5,AFZ010746,Edwin,Mansfield,6
1965,1945,1964,5,AFZ016411,George,Stigler,5
1965,1945,1964,5,AFZ002483,Rondo,Cameron,4
1965,1945,1964,5,AFZ009862,Harvey,Levin,4
1965,1945,1964,5,AFZ018482,J,Wolfe,4
1965,1945,1964,5,AFZ001069,Yoram,Barzel,3
1965,1945,1964,5,AFZ001882,George,Borts,3
1965,1945,1964,5,AFZ002880,A,Charnes,3
1965,1945,1964,5,AFZ003391,W,Cooper,3
1965,1945,1964,5,AFZ005120,Franklin,Fisher,3
1965,1945,1964,5,AFZ007001,Richard,Heflebower,3
1965,1945,1964,5,AFZ007678,John,Hutchins,3
1965,1945,1964,5,AFZ008280,Alfred,Kahn,3
1965,1945,1964,5,AFZ010252,Philip,Locklin,3
1965,1945,1964,5,AFZ010732,Alan,Manne,3
1965,1945,1964,10,AFZ010746,Edwin,Mansfield,6
1965,1945,1964,10,AFZ016411,George,Stigler,5
1965,1945,1964,10,AFZ002483,Rondo,Cameron,4
1965,1945,1964,10,AFZ009862,Harvey,Levin,4
1965,1945,1964,10,AFZ018482,J,Wolfe,4
1965,1945,1964,10,AFZ001069,Yoram,Barzel,3
1965,1945,1964,10,AFZ001882,George,Borts,3
1965,1945,1964,10,AFZ002880,A,Charnes,3
1965,1945,1964,10,AFZ003391,W,Cooper,3
1965,1945,1964,10,AFZ005120,Franklin,Fisher,3
1965,1945,1964,10,AFZ007001,Richard,Heflebower,3
1965,1945,1964,10,AFZ007678,John,Hutchins,3
1965,1945,1964,10,AFZ008280,Alfred,Kahn,3
1965,1945,1964,10,AFZ010252,Philip,Locklin,3
1965,1945,1964,10,AFZ010732,Alan,Manne,3
1965,1945,1964,10,AFZ000855,Joe,Bain,2
1965,1945,1964,10,AFZ002065,Hans,Brems,2
1965,1945,1964,10,AFZ002796,Edward,Chamberlin,2
1965,1945,1964,10,AFZ003101,Gregory,Chow,2
1965,1945,1964,10,AFZ003533,J,Cramer,2
1965,1945,1964,10,AFZ003657,Richard,Cyert,2
1965,1945,1964,10,AFZ004870,Mariah,Farrell,2
1965,1945,1964,10,AFZ005128,Malcolm,Fisher,2
1965,1945,1964,10,AFZ006974,Benton,Heath,2
1965,1945,1964,10,AFZ007242,George,Hilton,2
1965,1945,1964,10,AFZ010820,Jesse,Markham,2
1965,1945,1964,10,AFZ011306,B,Mellon,2
1965,1945,1964,10,AFZ012282,Richard,Nelson,2
