author_id,final_first_name,final_last_name,first_top5_publication_year,entry_cohort,doi_full,from_publication_number,to_publication_number,publication_transition,previous_publication_year,publication_year,gap_years
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1093/qje/qju025,4,5,4 to 5,2009,2014,5
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1257/aer.104.2.379,5,6,5 to 6,2014,2014,0
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1257/aer.20120555,6,7,6 to 7,2014,2016,2
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1257/aer.p20161076,7,8,7 to 8,2016,2016,0
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1257/aer.p20161107,8,9,8 to 9,2016,2016,0
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1257/aer.p20171035,9,10,9 to 10,2016,2017,1
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1093/restud/rdab098,10,11,10 to 11,2017,2021,4
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1257/aer.20180733,11,12,11 to 12,2021,2021,0
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1257/aer.20190150,12,13,12 to 13,2021,2023,2
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1086/730547,13,14,13 to 14,2023,2024,1
AFZ002232,Markus,Brunnermeier,2003,2001-2010,10.1257/aer.20230685,14,15,14 to 15,2024,2025,1
AFZ002243,William,Bryan,1967,,10.2307/1881842,1,2,1 to 2,1967,1971,4
AFZ002249,Greg,Buchak,2023,,10.1086/742710,1,2,1 to 2,2023,2026,3
AFZ002272,Eric,Budish,2014,2011-2020,10.1093/qje/qjv027,1,2,1 to 2,2014,2015,1
AFZ002272,Eric,Budish,2014,2011-2020,10.1257/aer.20131176,2,3,2 to 3,2015,2015,0
AFZ002272,Eric,Budish,2014,2011-2020,10.1257/aer.p20161091,3,4,3 to 4,2015,2016,1
AFZ002272,Eric,Budish,2014,2011-2020,10.1093/qje/qjab032,4,5,4 to 5,2016,2021,5
AFZ002272,Eric,Budish,2014,2011-2020,10.1086/727284,5,6,5 to 6,2021,2023,2
AFZ002272,Eric,Budish,2014,2011-2020,10.1093/qje/qjae033,6,7,6 to 7,2023,2024,1
AFZ002298,Jeremy,Bulow,1982,1981-1990,10.1086/250068,1,2,1 to 2,1982,1999,17
AFZ002298,Jeremy,Bulow,1982,1981-1990,10.1257/aer.99.4.1544,2,3,2 to 3,1999,2009,10
AFZ002302,Kate,Bundorf,2006,2001-2010,10.1257/aer.102.7.3214,1,2,1 to 2,2006,2012,6
AFZ002312,Konrad,Burchardi,2012,2011-2020,10.1093/qje/qjy023,1,2,1 to 2,2012,2018,6
AFZ002327,Mike,Burkart,1997,1991-2000,10.1086/250006,1,2,1 to 2,1997,1998,1
AFZ002327,Mike,Burkart,1997,1991-2000,10.1257/0002828041464579,2,3,2 to 3,1998,2004,6
AFZ002327,Mike,Burkart,1997,1991-2000,10.1093/restud/rdv005,3,4,3 to 4,2004,2015,11
AFZ002358,Craig,Burnside,2007,2001-2010,10.1093/restud/rdq013,1,2,1 to 2,2007,2011,4
AFZ002365,Leonardo,Bursztyn,2014,2011-2020,10.1086/701605,1,2,1 to 2,2014,2018,4
AFZ002408,Ricardo,Caballero,2008,2001-2010,10.1257/aer.99.2.584,1,2,1 to 2,2008,2009,1
AFZ002408,Ricardo,Caballero,2008,2001-2010,10.1257/aer.p20171036,2,3,2 to 3,2009,2017,8
AFZ002408,Ricardo,Caballero,2008,2001-2010,10.1086/705719,3,4,3 to 4,2017,2019,2
AFZ002408,Ricardo,Caballero,2008,2001-2010,10.1093/qje/qjaa008,4,5,4 to 5,2019,2020,1
AFZ002408,Ricardo,Caballero,2008,2001-2010,10.1093/restud/rdab015,5,6,5 to 6,2020,2021,1
AFZ002411,Marika,Cabral,2016,2011-2020,10.1257/aer.20151362,1,2,1 to 2,2016,2018,2
AFZ002411,Marika,Cabral,2016,2011-2020,10.1257/aer.20190261,2,3,2 to 3,2018,2022,4
AFZ002426,Jing,Cai,2020,2011-2020,10.1257/aer.20220711,1,2,1 to 2,2020,2024,4
AFZ002458,Charles,Calomiris,2003,2001-2010,10.1257/000282803322655473,1,2,1 to 2,2003,2003,0
AFZ002458,Charles,Calomiris,2003,2001-2010,10.1257/000282806777211685,2,3,2 to 3,2003,2006,3
AFZ002458,Charles,Calomiris,2003,2001-2010,10.1257/aer.20131483,3,4,3 to 4,2006,2016,10
AFZ002464,Laurent,Calvet,2009,2001-2010,10.1257/aer.20170666,1,2,1 to 2,2009,2020,11
AFZ002497,J,Campbell,1993,1991-2000,10.1162/003355399556043,1,2,1 to 2,1993,1999,6
AFZ002497,J,Campbell,1993,1991-2000,10.1162/003355303322552847,2,3,2 to 3,1999,2003,4
AFZ002499,John,Campbell,1993,1991-2000,10.2307/2297810,1,2,1 to 2,1993,1993,0
AFZ002499,John,Campbell,1993,1991-2000,10.1086/250059,2,3,2 to 3,1993,1999,6
AFZ002499,John,Campbell,1993,1991-2000,10.1257/aer.91.1.99,3,4,3 to 4,1999,2001,2
AFZ002499,John,Campbell,1993,1991-2000,10.1257/0002828041301533,4,5,4 to 5,2001,2004,3
AFZ002499,John,Campbell,1993,1991-2000,10.1257/0002828043052240,5,6,5 to 6,2004,2004,0
AFZ002499,John,Campbell,1993,1991-2000,10.1162/qjec.2009.124.1.301,6,7,6 to 7,2004,2009,5
AFZ002499,John,Campbell,1993,1991-2000,10.1257/aer.p20161127,7,8,7 to 8,2009,2016,7
AFZ002499,John,Campbell,1993,1991-2000,10.1086/707766,8,9,8 to 9,2016,2020,4
AFZ002499,John,Campbell,1993,1991-2000,10.1257/aer.20180865,9,10,9 to 10,2020,2020,0
AFZ002546,Andrew,Caplin,2001,2001-2010,10.1257/aer.104.5.77,1,2,1 to 2,2001,2014,13
AFZ002559,Nicolas,Caramp,2023,,10.1093/restud/rdae092,1,2,1 to 2,2023,2024,1
AFZ002591,Mark,Carlson,2009,2001-2010,10.1086/662961,1,2,1 to 2,2009,2011,2
AFZ002591,Mark,Carlson,2009,2001-2010,10.1257/aer.p20161044,2,3,2 to 3,2011,2016,5
AFZ002591,Mark,Carlson,2009,2001-2010,10.1086/717453,3,4,3 to 4,2016,2021,5
AFZ002677,David,Cass,1989,1981-1990,10.2307/2171785,1,2,1 to 2,1989,1996,7
AFZ002755,Giovanni,Cespa,2011,2011-2020,10.1257/aer.20231613,1,2,1 to 2,2011,2026,15
AFZ002794,Gary,Chamberlain,1983,1981-1990,10.2307/1913098,1,2,1 to 2,1983,1988,5
AFZ002794,Gary,Chamberlain,1983,1981-1990,10.1257/aer.91.2.55,2,3,2 to 3,1988,2001,13
AFZ002804,Christophe,Chamley,2003,2001-2010,10.1111/j.1467-937x.2008.00502.x,1,2,1 to 2,2003,2008,5
AFZ002804,Christophe,Chamley,2003,2001-2010,10.1257/aer.102.3.113,2,3,2 to 3,2008,2012,4
AFZ002830,Amitabh,Chandra,2005,2001-2010,10.1257/aer.100.1.193,1,2,1 to 2,2005,2010,5
AFZ002830,Amitabh,Chandra,2005,2001-2010,10.1093/qje/qjx013,2,3,2 to 3,2010,2017,7
AFZ002873,V,Chari,2014,2011-2020,10.1257/aer.20150157,1,2,1 to 2,2014,2016,2
AFZ002873,V,Chari,2014,2011-2020,10.1086/704575,2,3,2 to 3,2016,2019,3
